id	description	t20
Matuzumab	Matuzumab VL	80.75957
Mepolizumab	Mepolizumab VH	74.83197
Mepolizumab	Mepolizumab VL	89.91157
Milatuzumab	Milatuzumab VH	82.16677
Milatuzumab	Milatuzumab VL	88.79467
Mirikizumab	Mirikizumab VH	94.23087
Mirikizumab	Mirikizumab VL	84.85987
Mogamulizumab	Mogamulizumab VH	84.15977
Mogamulizumab	Mogamulizumab VL	84.86617
Monalizumab	Monalizumab VH	79.045
Monalizumab	Monalizumab VL	87.28977
Mosunetuzumab	Mosunetuzumab VH	86.59667
Mosunetuzumab	Mosunetuzumab VL	100.05
Motavizumab	Motavizumab VH	82.45837
Motavizumab	Motavizumab VL	80.06337
Natalizumab	Natalizumab VH	81.99197
Natalizumab	Natalizumab VL	100.05
Nemolizumab	Nemolizumab VH	82.4386
Nemolizumab	Nemolizumab VL	82.71037
Nimotuzumab	Nimotuzumab VH	79.63417
Nimotuzumab	Nimotuzumab VL	80.04467
Obinutuzumab	Obinutuzumab VH	81.63877
Obinutuzumab	Obinutuzumab VL	88.755
Ocaratuzumab	Ocaratuzumab VH	80.04137
Ocaratuzumab	Ocaratuzumab VL	83.16467
Ocrelizumab	Ocrelizumab VH	82.66397
Ocrelizumab	Ocrelizumab VL	85.12667
Olendalizumab	Olendalizumab VH	83.04177
Olendalizumab	Olendalizumab VL	85.18027
Omalizumab	Omalizumab VH	81.44637
Omalizumab	Omalizumab VL	88.28837
Onartuzumab	Onartuzumab VH	80.16817
Onartuzumab	Onartuzumab VL	81.15047
Oportuzumab	Oportuzumab VH	100.05
Oportuzumab	Oportuzumab VL	80.49117
Otlertuzumab	Otlertuzumab VH	100.05
Otlertuzumab	Otlertuzumab VL	87.14957
Ozanezumab	Ozanezumab VH	100.05
Ozanezumab	Ozanezumab VL	85.31257
Palivizumab	Palivizumab VH	83.54177
Palivizumab	Palivizumab VL	80.4436
Parsatuzumab	Parsatuzumab VH	81.6266
Parsatuzumab	Parsatuzumab VL	82.05367
Pateclizumab	Pateclizumab VH	80.6786
Pateclizumab	Pateclizumab VL	89.62627
Pembrolizumab	Pembrolizumab VH	84.79177
Pembrolizumab	Pembrolizumab VL	83.55867
Perakizumab	Perakizumab VH	84.09847
Perakizumab	Perakizumab VL	84.12047
Pertuzumab	Pertuzumab VH	81.68077
Pertuzumab	Pertuzumab VL	88.03747
Pidilizumab	Pidilizumab VH	85.08557
Pidilizumab	Pidilizumab VL	85.56967
Pinatuzumab	Pinatuzumab VH	81.54177
Pinatuzumab	Pinatuzumab VL	81.51797
Pogalizumab	Pogalizumab VH	82.9066
Pogalizumab	Pogalizumab VL	89.76647
Polatuzumab	Polatuzumab VH	83.97447
Polatuzumab	Polatuzumab VL	87.25237
Prasinezumab	Prasinezumab VH	100.05
Prasinezumab	Prasinezumab VL	78.76117
Quilizumab	Quilizumab VH	84.65817
Quilizumab	Quilizumab VL	81.29467
Ralpancizumab	Ralpancizumab VH	87.24587
Ralpancizumab	Ralpancizumab VL	85.65427
Ranibizumab	Ranibizumab VH	79.26837
Ranibizumab	Ranibizumab VL	88.73837
Ravulizumab	Ravulizumab VH	78.03287
Ravulizumab	Ravulizumab VL	84.11217
Refanezumab	Refanezumab VH	83.17467
Refanezumab	Refanezumab VL	95.04
Reslizumab	Reslizumab VH	84.09487
Reslizumab	Reslizumab VL	89.90657
Risankizumab	Risankizumab VH	74.3756
Risankizumab	Risankizumab VL	82.38327
Rivabazumab	Rivabazumab VH	87.29847
Rivabazumab	Rivabazumab VL	86.58887
Romosozumab	Romosozumab VH	84.22767
Romosozumab	Romosozumab VL	89.15897
Rontalizumab	Rontalizumab VH	83.41887
Rontalizumab	Rontalizumab VL	86.26137
Rosmantuzumab	Rosmantuzumab VH	84.74367
Rosmantuzumab	Rosmantuzumab VL	87.0276
Rovalpituzumab	Rovalpituzumab VH	81.14417
Rovalpituzumab	Rovalpituzumab VL	86.54217
Ruplizumab	Ruplizumab VH	85.21197
Ruplizumab	Ruplizumab VL	84.09917
Sacituzumab	Sacituzumab VH	84.42157
Sacituzumab	Sacituzumab VL	87.61687
Samalizumab	Samalizumab VH	85.59837
Samalizumab	Samalizumab VL	84.01877
Sapelizumab	Sapelizumab VH	86.34457
Sapelizumab	Sapelizumab VL	86.44867
Satralizumab	Satralizumab VH	86.34457
Satralizumab	Satralizumab VL	86.44867
Simtuzumab	Simtuzumab VH	100.05
Simtuzumab	Simtuzumab VL	86.78577
Sofituzumab	Sofituzumab VH	100.05
Sofituzumab	Sofituzumab VL	84.90657
Solanezumab	Solanezumab VH	100.05
Solanezumab	Solanezumab VL	91.11617
Spartalizumab	Spartalizumab VH	81.79497
Spartalizumab	Spartalizumab VL	90.48677
Suvizumab	Suvizumab VH	83.60177
Suvizumab	Suvizumab VL	89.33637
Tadocizumab	Tadocizumab VH	83.48747
Tadocizumab	Tadocizumab VL	89.25237
Talacotuzumab	Talacotuzumab VH	79.8756
Talacotuzumab	Talacotuzumab VL	90.48677
Tanezumab	Tanezumab VH	82.3146
Tanezumab	Tanezumab VL	87.33647
Telisotuzumab	Telisotuzumab VH	89.11027
Telisotuzumab	Telisotuzumab VL	86.84687
Teplizumab	Teplizumab VH	80.96647
Teplizumab	Teplizumab VL	85.63297
Tibulizumab	Tibulizumab VH	90.28467
Tibulizumab	Tibulizumab VL	97.2436
Tigatuzumab	Tigatuzumab VH	88.36137
Tigatuzumab	Tigatuzumab VL	100.05
Tildrakizumab	Tildrakizumab VH	100.05
Tildrakizumab	Tildrakizumab VL	85.70097
Timigutuzumab	Timigutuzumab VH	84.83337
Timigutuzumab	Timigutuzumab VL	93.08417
Tislelizumab	Tislelizumab VH	88.30517
Tislelizumab	Tislelizumab VL	87.42997
Tocilizumab	Tocilizumab VH	89.03367
Tocilizumab	Tocilizumab VL	88.7856
Trastuzumab	Trastuzumab VH	84.83337
Trastuzumab	Trastuzumab VL	93.08417
Tregalizumab	Tregalizumab VH	78.30657
Tregalizumab	Tregalizumab VL	81.9826
Vandortuzumab	Vandortuzumab VH	83.54847
Vandortuzumab	Vandortuzumab VL	82.21247
Vatelizumab	Vatelizumab VH	84.41187
Vatelizumab	Vatelizumab VL	75.18997
Vedolizumab	Vedolizumab VH	83.67777
Vedolizumab	Vedolizumab VL	85.31257
Veltuzumab	Veltuzumab VH	84.95877
Veltuzumab	Veltuzumab VL	85.69627
Visilizumab	Visilizumab VH	83.8756
Visilizumab	Visilizumab VL	85.94947
Vonlerolizumab	Vonlerolizumab VH	82.9066
Vonlerolizumab	Vonlerolizumab VL	89.76647
Vorsetuzumab	Vorsetuzumab VH	84.19497
Vorsetuzumab	Vorsetuzumab VL	81.17127
Vunakizumab	Vunakizumab VH	82.27647
Vunakizumab	Vunakizumab VL	74.17727
Zenocutuzumab	Zenocutuzumab VH	90.68557
Zenocutuzumab	Zenocutuzumab VL	98.7856
