id	description	t20
Cofetuzumab	Cofetuzumab VL	83.78387
Concizumab	Concizumab VH	81.90087
Concizumab	Concizumab VL	83.88397
Crenezumab	Crenezumab VH	100.05
Crenezumab	Crenezumab VL	86.8756
Crizanlizumab	Crizanlizumab VH	78.48367
Crizanlizumab	Crizanlizumab VL	87.38747
Dacetuzumab	Dacetuzumab VH	92.30777
Dacetuzumab	Dacetuzumab VL	80.44647
Daclizumab	Daclizumab VH	100.05
Daclizumab	Daclizumab VL	77.78487
Dalotuzumab	Dalotuzumab VH	85.51287
Dalotuzumab	Dalotuzumab VL	86.8756
Dapirolizumab	Dapirolizumab VH	73.51697
Dapirolizumab	Dapirolizumab VL	82.42997
Demcizumab	Demcizumab VH	79.53787
Demcizumab	Demcizumab VL	79.05417
Denintuzumab	Denintuzumab VH	73.70837
Denintuzumab	Denintuzumab VL	78.4816
Dezamizumab	Dezamizumab VH	79.09847
Dezamizumab	Dezamizumab VL	84.53277
Domagrozumab	Domagrozumab VH	100.05
Domagrozumab	Domagrozumab VL	90.28047
Duligotuzumab	Duligotuzumab VH	83.14057
Duligotuzumab	Duligotuzumab VL	89.57947
Eculizumab	Eculizumab VH	74.09847
Eculizumab	Eculizumab VL	82.2436
Efalizumab	Efalizumab VH	71.81827
Efalizumab	Efalizumab VL	87.57017
Elotuzumab	Elotuzumab VH	80.75637
Elotuzumab	Elotuzumab VL	85.04677
Emactuzumab	Emactuzumab VH	85.17247
Emactuzumab	Emactuzumab VL	97.91677
Emibetuzumab	Emibetuzumab VH	100.05
Emibetuzumab	Emibetuzumab VL	81.34267
Emicizumab	Emicizumab VH	72.94127
Emicizumab	Emicizumab VL	84.95337
Enavatuzumab	Enavatuzumab VH	81.13457
Enavatuzumab	Enavatuzumab VL	84.27937
Enoblituzumab	Enoblituzumab VH	83.97547
Enoblituzumab	Enoblituzumab VL	85.5146
Enokizumab	Enokizumab VH	77.4596
Enokizumab	Enokizumab VL	84.11217
Epratuzumab	Epratuzumab VH	96.53857
Epratuzumab	Epratuzumab VL	100.05
Etaracizumab	Etaracizumab VH	82.13687
Etaracizumab	Etaracizumab VL	84.81317
Farletuzumab	Farletuzumab VH	86.63877
Farletuzumab	Farletuzumab VL	78.90917
Fibatuzumab	Fibatuzumab VH	83.89837
Fibatuzumab	Fibatuzumab VL	87.47667
Ficlatuzumab	Ficlatuzumab VH	83.30517
Ficlatuzumab	Ficlatuzumab VL	84.53277
Flotetuzumab	Flotetuzumab VH	80.04
Flotetuzumab	Flotetuzumab VL	90.57527
Fontolizumab	Fontolizumab VH	76.92317
Fontolizumab	Fontolizumab VL	83.45797
Fremanezumab	Fremanezumab VH	77.13117
Fremanezumab	Fremanezumab VL	84.11217
Galcanezumab	Galcanezumab VH	77.77317
Galcanezumab	Galcanezumab VL	86.35517
Gatipotuzumab	Gatipotuzumab VH	100.05
Gatipotuzumab	Gatipotuzumab VL	88.70547
Gemtuzumab	Gemtuzumab VH	100.05
Gemtuzumab	Gemtuzumab VL	79.14417
Gevokizumab	Gevokizumab VH	75.755
Gevokizumab	Gevokizumab VL	86.49537
Ibalizumab	Ibalizumab VH	77.95087
Ibalizumab	Ibalizumab VL	100.05
Idarucizumab	Idarucizumab VH	75.90167
Idarucizumab	Idarucizumab VL	86.29467
Ifabotuzumab	Ifabotuzumab VH	83.89837
Ifabotuzumab	Ifabotuzumab VL	87.47667
Iladatuzumab	Iladatuzumab VH	78.58977
Iladatuzumab	Iladatuzumab VL	86.35147
Imgatuzumab	Imgatuzumab VH	80.16677
Imgatuzumab	Imgatuzumab VL	97.91677
Inebilizumab	Inebilizumab VH	74.09097
Inebilizumab	Inebilizumab VL	66.26137
Inotuzumab	Inotuzumab VH	77.47937
Inotuzumab	Inotuzumab VL	79.3756
Itolizumab	Itolizumab VH	84.20177
Itolizumab	Itolizumab VL	81.07487
Ixekizumab	Ixekizumab VH	78.23537
Ixekizumab	Ixekizumab VL	84.68757
Labetuzumab	Labetuzumab VH	79.36977
Labetuzumab	Labetuzumab VL	92.91677
Lacnotuzumab	Lacnotuzumab VH	84.87297
Lacnotuzumab	Lacnotuzumab VL	68.45797
Ladiratuzumab	Ladiratuzumab VH	78.54
Ladiratuzumab	Ladiratuzumab VL	86.96437
Lambrolizumab	Lambrolizumab VH	80.54
Lambrolizumab	Lambrolizumab VL	83.55867
Lampalizumab	Lampalizumab VH	92.69237
Lampalizumab	Lampalizumab VL	77.10287
Landogrozumab	Landogrozumab VH	100.05
Landogrozumab	Landogrozumab VL	83.14817
Lebrikizumab	Lebrikizumab VH	77.92377
Lebrikizumab	Lebrikizumab VL	81.0366
Lifastuzumab	Lifastuzumab VH	81.70837
Lifastuzumab	Lifastuzumab VL	80.04467
Ligelizumab	Ligelizumab VH	75.20337
Ligelizumab	Ligelizumab VL	83.2716
Lintuzumab	Lintuzumab VH	100.05
Lintuzumab	Lintuzumab VL	83.9646
Lorvotuzumab	Lorvotuzumab VH	87.28817
Lorvotuzumab	Lorvotuzumab VL	87.45547
Lumretuzumab	Lumretuzumab VH	77.04177
Lumretuzumab	Lumretuzumab VL	92.21247
Lutikizumab	Lutikizumab VH	83.82357
Lutikizumab	Lutikizumab VL	83.87857
Matuzumab	Matuzumab VH	79.46287
Matuzumab	Matuzumab VL	79.43047
Mepolizumab	Mepolizumab VH	72.73117
Mepolizumab	Mepolizumab VL	89.91157
Milatuzumab	Milatuzumab VH	80.58337
Milatuzumab	Milatuzumab VL	85.75897
Mirikizumab	Mirikizumab VH	94.23087
Mirikizumab	Mirikizumab VL	82.19637
Mogamulizumab	Mogamulizumab VH	82.6056
Mogamulizumab	Mogamulizumab VL	84.41967
Monalizumab	Monalizumab VH	75.685
Monalizumab	Monalizumab VL	87.28977
Mosunetuzumab	Mosunetuzumab VH	82.10087
Mosunetuzumab	Mosunetuzumab VL	100.05
Motavizumab	Motavizumab VH	82.45837
Motavizumab	Motavizumab VL	76.58237
Natalizumab	Natalizumab VH	76.21957
Natalizumab	Natalizumab VL	100.05
Nemolizumab	Nemolizumab VH	78.51247
Nemolizumab	Nemolizumab VL	81.86927
Nimotuzumab	Nimotuzumab VH	73.94317
Nimotuzumab	Nimotuzumab VL	79.28577
Obinutuzumab	Obinutuzumab VH	76.84877
Obinutuzumab	Obinutuzumab VL	88.755
Ocaratuzumab	Ocaratuzumab VH	75.16537
Ocaratuzumab	Ocaratuzumab VL	79.24057
Ocrelizumab	Ocrelizumab VH	74.54927
Ocrelizumab	Ocrelizumab VL	81.32917
Olendalizumab	Olendalizumab VH	78.91677
Olendalizumab	Olendalizumab VL	83.60367
Omalizumab	Omalizumab VH	74.42157
Omalizumab	Omalizumab VL	87.74777
Onartuzumab	Onartuzumab VH	72.64717
Onartuzumab	Onartuzumab VL	81.15047
Oportuzumab	Oportuzumab VH	100.05
Oportuzumab	Oportuzumab VL	79.55367
Otlertuzumab	Otlertuzumab VH	100.05
Otlertuzumab	Otlertuzumab VL	85.56077
Ozanezumab	Ozanezumab VH	100.05
Ozanezumab	Ozanezumab VL	83.30367
Palivizumab	Palivizumab VH	83.54177
Palivizumab	Palivizumab VL	76.77227
Parsatuzumab	Parsatuzumab VH	74.1876
Parsatuzumab	Parsatuzumab VL	81.16077
Pateclizumab	Pateclizumab VH	72.8396
Pateclizumab	Pateclizumab VL	88.64497
Pembrolizumab	Pembrolizumab VH	80.54
Pembrolizumab	Pembrolizumab VL	83.55867
Perakizumab	Perakizumab VH	84.09847
Perakizumab	Perakizumab VL	81.34267
Pertuzumab	Pertuzumab VH	73.69757
Pertuzumab	Pertuzumab VL	88.03747
Pidilizumab	Pidilizumab VH	83.46157
Pidilizumab	Pidilizumab VL	81.89877
Pinatuzumab	Pinatuzumab VH	74.08337
Pinatuzumab	Pinatuzumab VL	80.58047
Pogalizumab	Pogalizumab VH	75.55567
Pogalizumab	Pogalizumab VL	88.7856
Polatuzumab	Polatuzumab VH	78.58977
Polatuzumab	Polatuzumab VL	86.35147
Prasinezumab	Prasinezumab VH	100.05
Prasinezumab	Prasinezumab VL	80.22127
Quilizumab	Quilizumab VH	83.71797
Quilizumab	Quilizumab VL	80.40187
Ralpancizumab	Ralpancizumab VH	83.05087
Ralpancizumab	Ralpancizumab VL	85.65427
Ranibizumab	Ranibizumab VH	70.73177
Ranibizumab	Ranibizumab VL	89.34587
Ravulizumab	Ravulizumab VH	73.11487
Ravulizumab	Ravulizumab VL	82.2436
Refanezumab	Refanezumab VH	82.3816
Refanezumab	Refanezumab VL	95.04
Reslizumab	Reslizumab VH	76.33627
Reslizumab	Reslizumab VL	83.55147
Risankizumab	Risankizumab VH	72.04177
Risankizumab	Risankizumab VL	81.44867
Rivabazumab	Rivabazumab VH	86.57267
Rivabazumab	Rivabazumab VL	85.65427
Romosozumab	Romosozumab VH	80.1226
Romosozumab	Romosozumab VL	88.22437
Rontalizumab	Rontalizumab VH	75.21377
Rontalizumab	Rontalizumab VL	84.63967
Rosmantuzumab	Rosmantuzumab VH	79.91457
Rosmantuzumab	Rosmantuzumab VL	86.35147
Rovalpituzumab	Rovalpituzumab VH	76.35597
Rovalpituzumab	Rovalpituzumab VL	86.54217
Ruplizumab	Ruplizumab VH	79.57637
Ruplizumab	Ruplizumab VL	83.19827
Sacituzumab	Sacituzumab VH	83.80177
Sacituzumab	Sacituzumab VL	88.36457
Samalizumab	Samalizumab VH	77.99157
Samalizumab	Samalizumab VL	81.82247
Sapelizumab	Sapelizumab VH	82.10087
Sapelizumab	Sapelizumab VL	85.5146
Satralizumab	Satralizumab VH	82.10087
Satralizumab	Satralizumab VL	85.5146
Simtuzumab	Simtuzumab VH	100.05
Simtuzumab	Simtuzumab VL	84.91077
Sofituzumab	Sofituzumab VH	100.05
Sofituzumab	Sofituzumab VL	82.42997
Solanezumab	Solanezumab VH	100.05
Solanezumab	Solanezumab VL	88.97327
Spartalizumab	Spartalizumab VH	77.64967
Spartalizumab	Spartalizumab VL	90.48677
Suvizumab	Suvizumab VH	78.81367
Suvizumab	Suvizumab VL	89.33637
Tadocizumab	Tadocizumab VH	78.36137
Tadocizumab	Tadocizumab VL	88.31787
Talacotuzumab	Talacotuzumab VH	74.79177
Talacotuzumab	Talacotuzumab VL	89.60187
Tanezumab	Tanezumab VH	76.94217
Tanezumab	Tanezumab VL	86.07487
Telisotuzumab	Telisotuzumab VH	84.95767
Telisotuzumab	Telisotuzumab VL	85.0456
Teplizumab	Teplizumab VH	73.94967
Teplizumab	Teplizumab VL	81.83547
Tibulizumab	Tibulizumab VH	89.67487
Tibulizumab	Tibulizumab VL	95.46737
Tigatuzumab	Tigatuzumab VH	86.72277
Tigatuzumab	Tigatuzumab VL	100.05
Tildrakizumab	Tildrakizumab VH	100.05
Tildrakizumab	Tildrakizumab VL	83.92527
Timigutuzumab	Timigutuzumab VH	84.3756
Timigutuzumab	Timigutuzumab VL	92.85057
Tislelizumab	Tislelizumab VH	81.86447
Tislelizumab	Tislelizumab VL	86.49537
Tocilizumab	Tocilizumab VH	84.70597
Tocilizumab	Tocilizumab VL	87.85057
Trastuzumab	Trastuzumab VH	84.3756
Trastuzumab	Trastuzumab VL	92.85057
Tregalizumab	Tregalizumab VH	73.70977
Tregalizumab	Tregalizumab VL	81.12617
Vandortuzumab	Vandortuzumab VH	75.16137
Vandortuzumab	Vandortuzumab VL	82.21247
Vatelizumab	Vatelizumab VH	78.27737
Vatelizumab	Vatelizumab VL	72.65827
Vedolizumab	Vedolizumab VH	80.04137
Vedolizumab	Vedolizumab VL	83.755
Veltuzumab	Veltuzumab VH	80.28937
Veltuzumab	Veltuzumab VL	82.08867
Visilizumab	Visilizumab VH	79.3756
Visilizumab	Visilizumab VL	82.21527
Vonlerolizumab	Vonlerolizumab VH	75.55567
Vonlerolizumab	Vonlerolizumab VL	88.7856
Vorsetuzumab	Vorsetuzumab VH	78.13567
Vorsetuzumab	Vorsetuzumab VL	80.40547
Vunakizumab	Vunakizumab VH	77.47977
Vunakizumab	Vunakizumab VL	71.83547
Zenocutuzumab	Zenocutuzumab VH	86.45167
Zenocutuzumab	Zenocutuzumab VL	96.91597
