id	description	t20
Natalizumab	Natalizumab VH	63.90247
Natalizumab	Natalizumab VL	87.91677
Nemolizumab	Nemolizumab VH	66.36367
Nemolizumab	Nemolizumab VL	68.69167
Nimotuzumab	Nimotuzumab VH	64.71547
Nimotuzumab	Nimotuzumab VL	77.36617
Obinutuzumab	Obinutuzumab VH	64.36977
Obinutuzumab	Obinutuzumab VL	83.25897
Ocaratuzumab	Ocaratuzumab VH	65.66127
Ocaratuzumab	Ocaratuzumab VL	66.20257
Ocrelizumab	Ocrelizumab VH	68.48367
Ocrelizumab	Ocrelizumab VL	67.27857
Olendalizumab	Olendalizumab VH	66.1256
Olendalizumab	Olendalizumab VL	72.25237
Omalizumab	Omalizumab VH	68.34717
Omalizumab	Omalizumab VL	71.44147
Onartuzumab	Onartuzumab VH	62.31097
Onartuzumab	Onartuzumab VL	82.69917
Oportuzumab	Oportuzumab VH	92.69237
Oportuzumab	Oportuzumab VL	82.85717
Otlertuzumab	Otlertuzumab VH	85.76927
Otlertuzumab	Otlertuzumab VL	71.82247
Ozanezumab	Ozanezumab VH	86.92317
Ozanezumab	Ozanezumab VL	75.84827
Palivizumab	Palivizumab VH	69.755
Palivizumab	Palivizumab VL	61.39247
Parsatuzumab	Parsatuzumab VH	64.22767
Parsatuzumab	Parsatuzumab VL	75.93757
Pateclizumab	Pateclizumab VH	67.92377
Pateclizumab	Pateclizumab VL	72.66367
Pembrolizumab	Pembrolizumab VH	64.08337
Pembrolizumab	Pembrolizumab VL	69.9556
Perakizumab	Perakizumab VH	76.43447
Perakizumab	Perakizumab VL	70.18527
Pertuzumab	Pertuzumab VH	65.46227
Pertuzumab	Pertuzumab VL	73.22437
Pidilizumab	Pidilizumab VH	73.67527
Pidilizumab	Pidilizumab VL	65.94947
Pinatuzumab	Pinatuzumab VH	63.95837
Pinatuzumab	Pinatuzumab VL	78.755
Pogalizumab	Pogalizumab VH	57.17957
Pogalizumab	Pogalizumab VL	76.2156
Polatuzumab	Polatuzumab VH	66.23937
Polatuzumab	Polatuzumab VL	70.85597
Prasinezumab	Prasinezumab VH	100.05
Prasinezumab	Prasinezumab VL	79.07087
Quilizumab	Quilizumab VH	75.89747
Quilizumab	Quilizumab VL	79.77687
Ralpancizumab	Ralpancizumab VH	73.30517
Ralpancizumab	Ralpancizumab VL	72.19637
Ranibizumab	Ranibizumab VH	70.04077
Ranibizumab	Ranibizumab VL	77.28977
Ravulizumab	Ravulizumab VH	62.95087
Ravulizumab	Ravulizumab VL	67.61687
Refanezumab	Refanezumab VH	72.69847
Refanezumab	Refanezumab VL	83.33337
Reslizumab	Reslizumab VH	67.11217
Reslizumab	Reslizumab VL	70.5146
Risankizumab	Risankizumab VH	61.54
Risankizumab	Risankizumab VL	67.38327
Rivabazumab	Rivabazumab VH	79.71777
Rivabazumab	Rivabazumab VL	71.49537
Romosozumab	Romosozumab VH	64.79677
Romosozumab	Romosozumab VL	76.16827
Rontalizumab	Rontalizumab VH	68.71797
Rontalizumab	Rontalizumab VL	70.36047
Rosmantuzumab	Rosmantuzumab VH	68.07697
Rosmantuzumab	Rosmantuzumab VL	70.58567
Rovalpituzumab	Rovalpituzumab VH	72.03397
Rovalpituzumab	Rovalpituzumab VL	70.04677
Ruplizumab	Ruplizumab VH	69.87297
Ruplizumab	Ruplizumab VL	69.63967
Sacituzumab	Sacituzumab VH	72.06617
Sacituzumab	Sacituzumab VL	73.13087
Samalizumab	Samalizumab VH	62.39327
Samalizumab	Samalizumab VL	73.59817
Sapelizumab	Sapelizumab VH	68.36137
Sapelizumab	Sapelizumab VL	69.4866
Satralizumab	Satralizumab VH	68.36137
Satralizumab	Satralizumab VL	69.4866
Simtuzumab	Simtuzumab VH	85.04
Simtuzumab	Simtuzumab VL	81.83047
Sofituzumab	Sofituzumab VH	92.69237
Sofituzumab	Sofituzumab VL	73.08417
Solanezumab	Solanezumab VH	98.46157
Solanezumab	Solanezumab VL	80.75897
Spartalizumab	Spartalizumab VH	67.47867
Spartalizumab	Spartalizumab VL	80.08857
Suvizumab	Suvizumab VH	65.59327
Suvizumab	Suvizumab VL	78.98237
Tadocizumab	Tadocizumab VH	67.05887
Tadocizumab	Tadocizumab VL	73.64497
Talacotuzumab	Talacotuzumab VH	64.70837
Talacotuzumab	Talacotuzumab VL	80.92927
Tanezumab	Tanezumab VH	62.39677
Tanezumab	Tanezumab VL	73.92527
Telisotuzumab	Telisotuzumab VH	67.96617
Telisotuzumab	Telisotuzumab VL	73.55867
Teplizumab	Teplizumab VH	69.83197
Teplizumab	Teplizumab VL	62.40517
Tibulizumab	Tibulizumab VH	88.94317
Tibulizumab	Tibulizumab VL	78.73837
Tigatuzumab	Tigatuzumab VH	78.06727
Tigatuzumab	Tigatuzumab VL	91.66677
Tildrakizumab	Tildrakizumab VH	92.30777
Tildrakizumab	Tildrakizumab VL	70.60757
Timigutuzumab	Timigutuzumab VH	66.8756
Timigutuzumab	Timigutuzumab VL	75.04
Tislelizumab	Tislelizumab VH	68.1786
Tislelizumab	Tislelizumab VL	69.85987
Tocilizumab	Tocilizumab VH	71.55467
Tocilizumab	Tocilizumab VL	75.56077
Trastuzumab	Trastuzumab VH	66.8756
Trastuzumab	Trastuzumab VL	75.04
Tregalizumab	Tregalizumab VH	62.98397
Tregalizumab	Tregalizumab VL	70.54057
Vandortuzumab	Vandortuzumab VH	71.33067
Vandortuzumab	Vandortuzumab VL	81.94697
Vatelizumab	Vatelizumab VH	65.12617
Vatelizumab	Vatelizumab VL	62.46847
Vedolizumab	Vedolizumab VH	70.33067
Vedolizumab	Vedolizumab VL	73.25897
Veltuzumab	Veltuzumab VH	69.38027
Veltuzumab	Veltuzumab VL	69.62037
Visilizumab	Visilizumab VH	69.20837
Visilizumab	Visilizumab VL	66.83547
Vonlerolizumab	Vonlerolizumab VH	57.17957
Vonlerolizumab	Vonlerolizumab VL	76.2156
Vorsetuzumab	Vorsetuzumab VH	74.40687
Vorsetuzumab	Vorsetuzumab VL	69.9556
Vunakizumab	Vunakizumab VH	61.34157
Vunakizumab	Vunakizumab VL	64.17727
Zenocutuzumab	Zenocutuzumab VH	71.81457
Zenocutuzumab	Zenocutuzumab VL	74.11217
