id	description	t20
Enoblituzumab	Enoblituzumab VL (Humanized by BioPhi Sapiens)	82.94397
Enokizumab	Enokizumab VH (Humanized by BioPhi Sapiens)	76.55747
Enokizumab	Enokizumab VL (Humanized by BioPhi Sapiens)	77.89727
Epratuzumab	Epratuzumab VH (Humanized by BioPhi Sapiens)	96.53857
Epratuzumab	Epratuzumab VL (Humanized by BioPhi Sapiens)	100.05
Etaracizumab	Etaracizumab VH (Humanized by BioPhi Sapiens)	82.43597
Etaracizumab	Etaracizumab VL (Humanized by BioPhi Sapiens)	78.69167
Farletuzumab	Farletuzumab VH (Humanized by BioPhi Sapiens)	83.23537
Farletuzumab	Farletuzumab VL (Humanized by BioPhi Sapiens)	75.54
Fibatuzumab	Fibatuzumab VH (Humanized by BioPhi Sapiens)	84.02547
Fibatuzumab	Fibatuzumab VL (Humanized by BioPhi Sapiens)	89.85987
Ficlatuzumab	Ficlatuzumab VH (Humanized by BioPhi Sapiens)	82.54
Ficlatuzumab	Ficlatuzumab VL (Humanized by BioPhi Sapiens)	76.44867
Flotetuzumab	Flotetuzumab VH (Humanized by BioPhi Sapiens)	75.1256
Flotetuzumab	Flotetuzumab VL (Humanized by BioPhi Sapiens)	91.37177
Fontolizumab	Fontolizumab VH (Humanized by BioPhi Sapiens)	73.76077
Fontolizumab	Fontolizumab VL (Humanized by BioPhi Sapiens)	76.35517
Fremanezumab	Fremanezumab VH (Humanized by BioPhi Sapiens)	75.0826
Fremanezumab	Fremanezumab VL (Humanized by BioPhi Sapiens)	77.14957
Galcanezumab	Galcanezumab VH (Humanized by BioPhi Sapiens)	75.54627
Galcanezumab	Galcanezumab VL (Humanized by BioPhi Sapiens)	85.04
Gatipotuzumab	Gatipotuzumab VH (Humanized by BioPhi Sapiens)	100.05
Gatipotuzumab	Gatipotuzumab VL (Humanized by BioPhi Sapiens)	87.94647
Gemtuzumab	Gemtuzumab VH (Humanized by BioPhi Sapiens)	100.05
Gemtuzumab	Gemtuzumab VL (Humanized by BioPhi Sapiens)	68.91897
Gevokizumab	Gevokizumab VH (Humanized by BioPhi Sapiens)	79.20837
Gevokizumab	Gevokizumab VL (Humanized by BioPhi Sapiens)	84.71967
Ibalizumab	Ibalizumab VH (Humanized by BioPhi Sapiens)	77.25417
Ibalizumab	Ibalizumab VL (Humanized by BioPhi Sapiens)	100.05
Idarucizumab	Idarucizumab VH (Humanized by BioPhi Sapiens)	70.69677
Idarucizumab	Idarucizumab VL (Humanized by BioPhi Sapiens)	85.6256
Ifabotuzumab	Ifabotuzumab VH (Humanized by BioPhi Sapiens)	84.02547
Ifabotuzumab	Ifabotuzumab VL (Humanized by BioPhi Sapiens)	89.85987
Iladatuzumab	Iladatuzumab VH (Humanized by BioPhi Sapiens)	78.71797
Iladatuzumab	Iladatuzumab VL (Humanized by BioPhi Sapiens)	80.09017
Imgatuzumab	Imgatuzumab VH (Humanized by BioPhi Sapiens)	81.54
Imgatuzumab	Imgatuzumab VL (Humanized by BioPhi Sapiens)	97.91677
Inebilizumab	Inebilizumab VH (Humanized by BioPhi Sapiens)	71.98357
Inebilizumab	Inebilizumab VL (Humanized by BioPhi Sapiens)	68.06317
Inotuzumab	Inotuzumab VH (Humanized by BioPhi Sapiens)	78.18187
Inotuzumab	Inotuzumab VL (Humanized by BioPhi Sapiens)	84.19647
Itolizumab	Itolizumab VH (Humanized by BioPhi Sapiens)	84.15977
Itolizumab	Itolizumab VL (Humanized by BioPhi Sapiens)	84.67297
Ixekizumab	Ixekizumab VH (Humanized by BioPhi Sapiens)	77.81517
Ixekizumab	Ixekizumab VL (Humanized by BioPhi Sapiens)	85.08937
Labetuzumab	Labetuzumab VH (Humanized by BioPhi Sapiens)	79.83197
Labetuzumab	Labetuzumab VL (Humanized by BioPhi Sapiens)	92.91677
Lacnotuzumab	Lacnotuzumab VH (Humanized by BioPhi Sapiens)	84.57637
Lacnotuzumab	Lacnotuzumab VL (Humanized by BioPhi Sapiens)	73.64497
Ladiratuzumab	Ladiratuzumab VH (Humanized by BioPhi Sapiens)	78.70837
Ladiratuzumab	Ladiratuzumab VL (Humanized by BioPhi Sapiens)	84.73217
Lambrolizumab	Lambrolizumab VH (Humanized by BioPhi Sapiens)	80.66677
Lambrolizumab	Lambrolizumab VL (Humanized by BioPhi Sapiens)	75.81087
Lampalizumab	Lampalizumab VH (Humanized by BioPhi Sapiens)	92.69237
Lampalizumab	Lampalizumab VL (Humanized by BioPhi Sapiens)	68.08417
Landogrozumab	Landogrozumab VH (Humanized by BioPhi Sapiens)	100.05
Landogrozumab	Landogrozumab VL (Humanized by BioPhi Sapiens)	82.31487
Lebrikizumab	Lebrikizumab VH (Humanized by BioPhi Sapiens)	71.39837
Lebrikizumab	Lebrikizumab VL (Humanized by BioPhi Sapiens)	74.68477
Lifastuzumab	Lifastuzumab VH (Humanized by BioPhi Sapiens)	78.3756
Lifastuzumab	Lifastuzumab VL (Humanized by BioPhi Sapiens)	83.16967
Ligelizumab	Ligelizumab VH (Humanized by BioPhi Sapiens)	73.90247
Ligelizumab	Ligelizumab VL (Humanized by BioPhi Sapiens)	78.45797
Lintuzumab	Lintuzumab VH (Humanized by BioPhi Sapiens)	100.05
Lintuzumab	Lintuzumab VL (Humanized by BioPhi Sapiens)	68.91897
Lorvotuzumab	Lorvotuzumab VH (Humanized by BioPhi Sapiens)	86.10177
Lorvotuzumab	Lorvotuzumab VL (Humanized by BioPhi Sapiens)	84.91077
Lumretuzumab	Lumretuzumab VH (Humanized by BioPhi Sapiens)	74.41677
Lumretuzumab	Lumretuzumab VL (Humanized by BioPhi Sapiens)	92.21247
Lutikizumab	Lutikizumab VH (Humanized by BioPhi Sapiens)	84.41187
Lutikizumab	Lutikizumab VL (Humanized by BioPhi Sapiens)	81.16827
Matuzumab	Matuzumab VH (Humanized by BioPhi Sapiens)	80.86787
Matuzumab	Matuzumab VL (Humanized by BioPhi Sapiens)	75.82287
Mepolizumab	Mepolizumab VH (Humanized by BioPhi Sapiens)	72.05887
Mepolizumab	Mepolizumab VL (Humanized by BioPhi Sapiens)	89.91157
Milatuzumab	Milatuzumab VH (Humanized by BioPhi Sapiens)	79.755
Milatuzumab	Milatuzumab VL (Humanized by BioPhi Sapiens)	85.22327
Mirikizumab	Mirikizumab VH (Humanized by BioPhi Sapiens)	94.23087
Mirikizumab	Mirikizumab VL (Humanized by BioPhi Sapiens)	81.07487
Mogamulizumab	Mogamulizumab VH (Humanized by BioPhi Sapiens)	82.5216
Mogamulizumab	Mogamulizumab VL (Humanized by BioPhi Sapiens)	82.72327
Monalizumab	Monalizumab VH (Humanized by BioPhi Sapiens)	74.765
Monalizumab	Monalizumab VL (Humanized by BioPhi Sapiens)	83.83187
Mosunetuzumab	Mosunetuzumab VH (Humanized by BioPhi Sapiens)	79.36977
Mosunetuzumab	Mosunetuzumab VL (Humanized by BioPhi Sapiens)	100.05
Motavizumab	Motavizumab VH (Humanized by BioPhi Sapiens)	80.16677
Motavizumab	Motavizumab VL (Humanized by BioPhi Sapiens)	73.98737
Natalizumab	Natalizumab VH (Humanized by BioPhi Sapiens)	72.88627
Natalizumab	Natalizumab VL (Humanized by BioPhi Sapiens)	100.05
Nemolizumab	Nemolizumab VH (Humanized by BioPhi Sapiens)	76.77697
Nemolizumab	Nemolizumab VL (Humanized by BioPhi Sapiens)	80.04677
Nimotuzumab	Nimotuzumab VH (Humanized by BioPhi Sapiens)	75.04077
Nimotuzumab	Nimotuzumab VL (Humanized by BioPhi Sapiens)	85.44647
Obinutuzumab	Obinutuzumab VH (Humanized by BioPhi Sapiens)	73.10927
Obinutuzumab	Obinutuzumab VL (Humanized by BioPhi Sapiens)	88.48217
Ocaratuzumab	Ocaratuzumab VH (Humanized by BioPhi Sapiens)	76.98357
Ocaratuzumab	Ocaratuzumab VL (Humanized by BioPhi Sapiens)	73.54437
Ocrelizumab	Ocrelizumab VH (Humanized by BioPhi Sapiens)	80.94267
Ocrelizumab	Ocrelizumab VL (Humanized by BioPhi Sapiens)	76.13927
Olendalizumab	Olendalizumab VH (Humanized by BioPhi Sapiens)	76.04
Olendalizumab	Olendalizumab VL (Humanized by BioPhi Sapiens)	75.04
Omalizumab	Omalizumab VH (Humanized by BioPhi Sapiens)	78.47117
Omalizumab	Omalizumab VL (Humanized by BioPhi Sapiens)	78.37847
Onartuzumab	Onartuzumab VH (Humanized by BioPhi Sapiens)	70.46227
Onartuzumab	Onartuzumab VL (Humanized by BioPhi Sapiens)	93.31867
Oportuzumab	Oportuzumab VH (Humanized by BioPhi Sapiens)	100.05
Oportuzumab	Oportuzumab VL (Humanized by BioPhi Sapiens)	87.85717
Otlertuzumab	Otlertuzumab VH (Humanized by BioPhi Sapiens)	100.05
Otlertuzumab	Otlertuzumab VL (Humanized by BioPhi Sapiens)	81.7296
Ozanezumab	Ozanezumab VH (Humanized by BioPhi Sapiens)	100.05
Ozanezumab	Ozanezumab VL (Humanized by BioPhi Sapiens)	84.06257
Palivizumab	Palivizumab VH (Humanized by BioPhi Sapiens)	79.08337
Palivizumab	Palivizumab VL (Humanized by BioPhi Sapiens)	76.32917
Parsatuzumab	Parsatuzumab VH (Humanized by BioPhi Sapiens)	71.70737
Parsatuzumab	Parsatuzumab VL (Humanized by BioPhi Sapiens)	82.09827
Pateclizumab	Pateclizumab VH (Humanized by BioPhi Sapiens)	78.30517
Pateclizumab	Pateclizumab VL (Humanized by BioPhi Sapiens)	85.04677
Pembrolizumab	Pembrolizumab VH (Humanized by BioPhi Sapiens)	80.66677
Pembrolizumab	Pembrolizumab VL (Humanized by BioPhi Sapiens)	75.81087
Perakizumab	Perakizumab VH (Humanized by BioPhi Sapiens)	83.15577
Perakizumab	Perakizumab VL (Humanized by BioPhi Sapiens)	83.51857
Pertuzumab	Pertuzumab VH (Humanized by BioPhi Sapiens)	73.73957
Pertuzumab	Pertuzumab VL (Humanized by BioPhi Sapiens)	85.18697
Pidilizumab	Pidilizumab VH (Humanized by BioPhi Sapiens)	82.60687
Pidilizumab	Pidilizumab VL (Humanized by BioPhi Sapiens)	76.77227
Pinatuzumab	Pinatuzumab VH (Humanized by BioPhi Sapiens)	71.04177
Pinatuzumab	Pinatuzumab VL (Humanized by BioPhi Sapiens)	85.08937
Pogalizumab	Pogalizumab VH (Humanized by BioPhi Sapiens)	66.70947
Pogalizumab	Pogalizumab VL (Humanized by BioPhi Sapiens)	86.96267
Polatuzumab	Polatuzumab VH (Humanized by BioPhi Sapiens)	78.71797
Polatuzumab	Polatuzumab VL (Humanized by BioPhi Sapiens)	80.09017
Prasinezumab	Prasinezumab VH (Humanized by BioPhi Sapiens)	100.05
Prasinezumab	Prasinezumab VL (Humanized by BioPhi Sapiens)	92.16817
Quilizumab	Quilizumab VH (Humanized by BioPhi Sapiens)	82.52147
Quilizumab	Quilizumab VL (Humanized by BioPhi Sapiens)	84.24117
Ralpancizumab	Ralpancizumab VH (Humanized by BioPhi Sapiens)	85.42377
Ralpancizumab	Ralpancizumab VL (Humanized by BioPhi Sapiens)	84.11217
Ranibizumab	Ranibizumab VH (Humanized by BioPhi Sapiens)	80.44727
Ranibizumab	Ranibizumab VL (Humanized by BioPhi Sapiens)	88.50477
Ravulizumab	Ravulizumab VH (Humanized by BioPhi Sapiens)	72.5826
Ravulizumab	Ravulizumab VL (Humanized by BioPhi Sapiens)	80.04
Refanezumab	Refanezumab VH (Humanized by BioPhi Sapiens)	80.8736
Refanezumab	Refanezumab VL (Humanized by BioPhi Sapiens)	95.04
Reslizumab	Reslizumab VH (Humanized by BioPhi Sapiens)	75.21557
Reslizumab	Reslizumab VL (Humanized by BioPhi Sapiens)	85.42067
Risankizumab	Risankizumab VH (Humanized by BioPhi Sapiens)	71.91677
Risankizumab	Risankizumab VL (Humanized by BioPhi Sapiens)	77.2436
Rivabazumab	Rivabazumab VH (Humanized by BioPhi Sapiens)	87.25817
Rivabazumab	Rivabazumab VL (Humanized by BioPhi Sapiens)	80.79447
Romosozumab	Romosozumab VH (Humanized by BioPhi Sapiens)	78.29277
Romosozumab	Romosozumab VL (Humanized by BioPhi Sapiens)	88.03747
Rontalizumab	Rontalizumab VH (Humanized by BioPhi Sapiens)	77.43597
Rontalizumab	Rontalizumab VL (Humanized by BioPhi Sapiens)	77.83787
Rosmantuzumab	Rosmantuzumab VH (Humanized by BioPhi Sapiens)	76.83767
Rosmantuzumab	Rosmantuzumab VL (Humanized by BioPhi Sapiens)	78.69377
Rovalpituzumab	Rovalpituzumab VH (Humanized by BioPhi Sapiens)	83.98317
Rovalpituzumab	Rovalpituzumab VL (Humanized by BioPhi Sapiens)	76.86927
Ruplizumab	Ruplizumab VH (Humanized by BioPhi Sapiens)	81.73737
Ruplizumab	Ruplizumab VL (Humanized by BioPhi Sapiens)	75.18027
Sacituzumab	Sacituzumab VH (Humanized by BioPhi Sapiens)	82.23147
Sacituzumab	Sacituzumab VL (Humanized by BioPhi Sapiens)	85.60757
Samalizumab	Samalizumab VH (Humanized by BioPhi Sapiens)	72.69237
Samalizumab	Samalizumab VL (Humanized by BioPhi Sapiens)	82.14957
Sapelizumab	Sapelizumab VH (Humanized by BioPhi Sapiens)	80.84037
Sapelizumab	Sapelizumab VL (Humanized by BioPhi Sapiens)	83.45797
Satralizumab	Satralizumab VH (Humanized by BioPhi Sapiens)	80.84037
Satralizumab	Satralizumab VL (Humanized by BioPhi Sapiens)	83.45797
Simtuzumab	Simtuzumab VH (Humanized by BioPhi Sapiens)	100.05
Simtuzumab	Simtuzumab VL (Humanized by BioPhi Sapiens)	88.92867
Sofituzumab	Sofituzumab VH (Humanized by BioPhi Sapiens)	100.05
Sofituzumab	Sofituzumab VL (Humanized by BioPhi Sapiens)	82.99077
Solanezumab	Solanezumab VH (Humanized by BioPhi Sapiens)	100.05
Solanezumab	Solanezumab VL (Humanized by BioPhi Sapiens)	87.54467
Spartalizumab	Spartalizumab VH (Humanized by BioPhi Sapiens)	77.0946
Spartalizumab	Spartalizumab VL (Humanized by BioPhi Sapiens)	88.76117
Suvizumab	Suvizumab VH (Humanized by BioPhi Sapiens)	74.70347
Suvizumab	Suvizumab VL (Humanized by BioPhi Sapiens)	88.58417
Tadocizumab	Tadocizumab VH (Humanized by BioPhi Sapiens)	77.89927
Tadocizumab	Tadocizumab VL (Humanized by BioPhi Sapiens)	84.29917
Talacotuzumab	Talacotuzumab VH (Humanized by BioPhi Sapiens)	77.755
Talacotuzumab	Talacotuzumab VL (Humanized by BioPhi Sapiens)	90.48677
Tanezumab	Tanezumab VH (Humanized by BioPhi Sapiens)	72.02487
Tanezumab	Tanezumab VL (Humanized by BioPhi Sapiens)	84.53277
Telisotuzumab	Telisotuzumab VH (Humanized by BioPhi Sapiens)	81.73737
Telisotuzumab	Telisotuzumab VL (Humanized by BioPhi Sapiens)	80.45057
Teplizumab	Teplizumab VH (Humanized by BioPhi Sapiens)	81.34457
Teplizumab	Teplizumab VL (Humanized by BioPhi Sapiens)	79.68357
Tibulizumab	Tibulizumab VH (Humanized by BioPhi Sapiens)	91.30087
Tibulizumab	Tibulizumab VL (Humanized by BioPhi Sapiens)	95.37387
Tigatuzumab	Tigatuzumab VH (Humanized by BioPhi Sapiens)	85.50427
Tigatuzumab	Tigatuzumab VL (Humanized by BioPhi Sapiens)	100.05
Tildrakizumab	Tildrakizumab VH (Humanized by BioPhi Sapiens)	100.05
Tildrakizumab	Tildrakizumab VL (Humanized by BioPhi Sapiens)	80.65427
Timigutuzumab	Timigutuzumab VH (Humanized by BioPhi Sapiens)	73.04
Timigutuzumab	Timigutuzumab VL (Humanized by BioPhi Sapiens)	90.37387
Tislelizumab	Tislelizumab VH (Humanized by BioPhi Sapiens)	75.3396
Tislelizumab	Tislelizumab VL (Humanized by BioPhi Sapiens)	73.92527
Tocilizumab	Tocilizumab VH (Humanized by BioPhi Sapiens)	84.03367
Tocilizumab	Tocilizumab VL (Humanized by BioPhi Sapiens)	89.39257
Trastuzumab	Trastuzumab VH (Humanized by BioPhi Sapiens)	73.04
Trastuzumab	Trastuzumab VL (Humanized by BioPhi Sapiens)	90.37387
Tregalizumab	Tregalizumab VH (Humanized by BioPhi Sapiens)	71.20977
Tregalizumab	Tregalizumab VL (Humanized by BioPhi Sapiens)	76.66677
Vandortuzumab	Vandortuzumab VH (Humanized by BioPhi Sapiens)	82.13717
Vandortuzumab	Vandortuzumab VL (Humanized by BioPhi Sapiens)	94.1156
Vatelizumab	Vatelizumab VH (Humanized by BioPhi Sapiens)	71.63877
Vatelizumab	Vatelizumab VL (Humanized by BioPhi Sapiens)	77.02537
Vedolizumab	Vedolizumab VH (Humanized by BioPhi Sapiens)	83.30587
Vedolizumab	Vedolizumab VL (Humanized by BioPhi Sapiens)	84.64297
Veltuzumab	Veltuzumab VH (Humanized by BioPhi Sapiens)	80.57857
Veltuzumab	Veltuzumab VL (Humanized by BioPhi Sapiens)	79.68357
Visilizumab	Visilizumab VH (Humanized by BioPhi Sapiens)	79.8756
Visilizumab	Visilizumab VL (Humanized by BioPhi Sapiens)	78.92417
Vonlerolizumab	Vonlerolizumab VH (Humanized by BioPhi Sapiens)	66.70947
Vonlerolizumab	Vonlerolizumab VL (Humanized by BioPhi Sapiens)	86.96267
Vorsetuzumab	Vorsetuzumab VH (Humanized by BioPhi Sapiens)	84.87297
Vorsetuzumab	Vorsetuzumab VL (Humanized by BioPhi Sapiens)	76.12617
Vunakizumab	Vunakizumab VH (Humanized by BioPhi Sapiens)	70.08137
Vunakizumab	Vunakizumab VL (Humanized by BioPhi Sapiens)	80.50637
Zenocutuzumab	Zenocutuzumab VH (Humanized by BioPhi Sapiens)	88.10487
Zenocutuzumab	Zenocutuzumab VL (Humanized by BioPhi Sapiens)	88.08417
