id	description	t20
Zalutumumab	Zalutumumab VL	92.57017
Moxetumomab	Moxetumomab VH	74.30897
Moxetumomab	Moxetumomab VL	75.2836
Abagovomab	Abagovomab VH	66.55467
Abagovomab	Abagovomab VL	68.55147
Begelomab	Begelomab VH	67.79177
Begelomab	Begelomab VL	67.84817
PankoMab	PankoMab VH	100.05
PankoMab	PankoMab VL	87.72327
Infliximab	Infliximab VH	68.04
Infliximab	Infliximab VL	63.83187
Eculizumab	Eculizumab VH	78.77057
Eculizumab	Eculizumab VL	84.81317
Natalizumab	Natalizumab VH	77.96757
Natalizumab	Natalizumab VL	100.05
Golimumab	Golimumab VH	89.16677
Golimumab	Golimumab VL	96.11117
Ustekinumab	Ustekinumab VH	85.29417
Ustekinumab	Ustekinumab VL	95.14027
Tocilizumab	Tocilizumab VH	80.63037
Tocilizumab	Tocilizumab VL	88.7856
Avelumab	Avelumab VH	85.91677
Avelumab	Avelumab VL	95.74267
Canakinumab	Canakinumab VH	90.50857
Canakinumab	Canakinumab VL	70.84117
Panitumumab	Panitumumab VH	86.63877
Panitumumab	Panitumumab VL	92.94397
Brentuximab	Brentuximab VH	69.31627
Brentuximab	Brentuximab VL	69.36947
Daratumumab	Daratumumab VH	88.60667
Daratumumab	Daratumumab VL	98.64497
Obinutuzumab	Obinutuzumab VH	79.28577
Obinutuzumab	Obinutuzumab VL	88.16967
Dinutuximab	Dinutuximab VH	87.69237
Dinutuximab	Dinutuximab VL	74.33637
Polatuzumab	Polatuzumab VH	78.58977
Polatuzumab	Polatuzumab VL	86.71177
Concizumab	Concizumab VH	79.04967
Concizumab	Concizumab VL	85.04467
Gevokizumab	Gevokizumab VH	70.3756
Gevokizumab	Gevokizumab VL	82.10287
Lebrikizumab	Lebrikizumab VH	78.1786
Lebrikizumab	Lebrikizumab VL	81.0366
Clivatuzumab	Clivatuzumab VH	77.68917
Clivatuzumab	Clivatuzumab VL	76.99077
Obexelimab	Obexelimab VH	71.94217
Obexelimab	Obexelimab VL	72.54
Talacotuzumab	Talacotuzumab VH	77.79177
Talacotuzumab	Talacotuzumab VL	89.60187
Vatelizumab	Vatelizumab VH	78.27737
Vatelizumab	Vatelizumab VL	74.05067
Erenumab	Erenumab VH	86.04
Erenumab	Erenumab VL	96.73277
Tezepelumab	Tezepelumab VH	86.35257
Tezepelumab	Tezepelumab VL	95.04
Tralokinumab	Tralokinumab VH	84.30337
Tralokinumab	Tralokinumab VL	92.22227
Berlimatoxumab	Berlimatoxumab VH	88.90767
Berlimatoxumab	Berlimatoxumab VL	93.55147
Coltuximab	Coltuximab VH	71.8756
Coltuximab	Coltuximab VL	90.41677
Ficlatuzumab	Ficlatuzumab VH	80.08477
Ficlatuzumab	Ficlatuzumab VL	78.92527
Ocaratuzumab	Ocaratuzumab VH	78.14057
Ocaratuzumab	Ocaratuzumab VL	83.16467
Ozanezumab	Ozanezumab VH	100.05
Ozanezumab	Ozanezumab VL	80.93757
Temelimab	Temelimab VH	100.05
Temelimab	Temelimab VL	80.31657
Veltuzumab	Veltuzumab VH	76.19837
Veltuzumab	Veltuzumab VL	75.94947
Navicixizumab	Navicixizumab VH	78.52947
Navicixizumab	Navicixizumab VL	78.37847
Palivizumab	Palivizumab VH	80.755
Palivizumab	Palivizumab VL	79.36717
Reslizumab	Reslizumab VH	75.25867
Reslizumab	Reslizumab VL	87.05617
Naptumomab	Naptumomab VH	67.45837
Naptumomab	Naptumomab VL	73.45797
Xentuzumab	Xentuzumab VH	85.42747
Xentuzumab	Xentuzumab VL	83.86147
Andecaliximab	Andecaliximab VH	100.05
Andecaliximab	Andecaliximab VL	82.00937
Ibalizumab	Ibalizumab VH	72.90987
Ibalizumab	Ibalizumab VL	91.66677
Ublituximab	Ublituximab VH	67.66957
Ublituximab	Ublituximab VL	64.43047
Zolbetuximab	Zolbetuximab VH	66.56787
Zolbetuximab	Zolbetuximab VL	80.3546
Fontolizumab	Fontolizumab VH	72.82057
Fontolizumab	Fontolizumab VL	81.35517
Futuximab	Futuximab VH	66.01637
Futuximab	Futuximab VL	71.91597
Labetuzumab	Labetuzumab VH	71.51267
Labetuzumab	Labetuzumab VL	92.91677
Modotuximab	Modotuximab VH	66.80677
Modotuximab	Modotuximab VL	84.10717
Tomuzotuximab	Tomuzotuximab VH	58.02527
Tomuzotuximab	Tomuzotuximab VL	65.37387
Tigatuzumab	Tigatuzumab VH	85.88247
Tigatuzumab	Tigatuzumab VL	100.05
Gremubamab	Gremubamab VH	86.1296
Gremubamab	Gremubamab VL	90.755
Inclacumab	Inclacumab VH	84.75817
Inclacumab	Inclacumab VL	98.87857
Ponezumab	Ponezumab VH	92.69237
Ponezumab	Ponezumab VL	85.71437
Setrusumab	Setrusumab VH	85.98297
Setrusumab	Setrusumab VL	88.28437
Tremelimumab	Tremelimumab VH	93.485
Tremelimumab	Tremelimumab VL	94.85987
Rovalpituzumab	Rovalpituzumab VH	81.99157
Rovalpituzumab	Rovalpituzumab VL	85.98137
Fulranumab	Fulranumab VH	82.76427
Fulranumab	Fulranumab VL	95.23367
Guselkumab	Guselkumab VH	89.91457
Guselkumab	Guselkumab VL	90.24517
Galcanezumab	Galcanezumab VH	78.73957
Galcanezumab	Galcanezumab VL	87.33647
Inotuzumab	Inotuzumab VH	79.75217
Inotuzumab	Inotuzumab VL	75.80367
Netakimab	Netakimab VH	70.245
Netakimab	Netakimab VL	95.83337
Ocrelizumab	Ocrelizumab VH	77.5416
Ocrelizumab	Ocrelizumab VL	83.86087
Risankizumab	Risankizumab VH	75.20837
Risankizumab	Risankizumab VL	78.92527
Romosozumab	Romosozumab VH	80.77247
Romosozumab	Romosozumab VL	89.15897
Sarilumab	Sarilumab VH	100.05
Sarilumab	Sarilumab VL	93.55147
Tildrakizumab	Tildrakizumab VH	100.05
Tildrakizumab	Tildrakizumab VL	85.70097
Toripalimab	Toripalimab VH	74.725
Toripalimab	Toripalimab VL	87.09827
Ravulizumab	Ravulizumab VH	76.80337
Ravulizumab	Ravulizumab VL	84.81317
Racotumomab	Racotumomab VH	68.55377
Racotumomab	Racotumomab VL	75.18697
Zolimomab	Zolimomab VH	69.87397
Zolimomab	Zolimomab VL	62.21527
Aducanumab	Aducanumab VH	89.15327
Aducanumab	Aducanumab VL	98.83187
Anifrolumab	Anifrolumab VH	89.48727
Anifrolumab	Anifrolumab VL	92.59267
Bococizumab	Bococizumab VH	86.8226
Bococizumab	Bococizumab VL	85.79447
Bimekizumab	Bimekizumab VH	79.165
Bimekizumab	Bimekizumab VL	79.90657
Birtamimab	Birtamimab VH	80.33617
Birtamimab	Birtamimab VL	86.69647
Brazikumab	Brazikumab VH	91.1296
Brazikumab	Brazikumab VL	94.21577
Clazakizumab	Clazakizumab VH	78.16677
Clazakizumab	Clazakizumab VL	83.27277
Crenezumab	Crenezumab VH	97.30777
Crenezumab	Crenezumab VL	86.8756
Depatuxizumab	Depatuxizumab VH	98.46157
Depatuxizumab	Depatuxizumab VL	74.11217
Etrolizumab	Etrolizumab VH	78.84627
Etrolizumab	Etrolizumab VL	86.35517
Ganitumab	Ganitumab VH	93.02527
Ganitumab	Ganitumab VL	94.19647
Glembatumumab	Glembatumumab VH	90.25217
Glembatumumab	Glembatumumab VL	94.81487
Ligelizumab	Ligelizumab VH	74.8786
Ligelizumab	Ligelizumab VL	84.76647
Motavizumab	Motavizumab VH	80.6256
Motavizumab	Motavizumab VL	80.06337
Nirsevimab	Nirsevimab VH	74.80167
Nirsevimab	Nirsevimab VL	92.28977
Olokizumab	Olokizumab VH	79.08337
Olokizumab	Olokizumab VL	85.14027
Onartuzumab	Onartuzumab VH	76.76477
Onartuzumab	Onartuzumab VL	81.15047
Pamrevlumab	Pamrevlumab VH	81.6256
Pamrevlumab	Pamrevlumab VL	95.88797
Roledumab	Roledumab VH	80.95247
Roledumab	Roledumab VL	85.46737
Sirukumab	Sirukumab VH	82.64717
Sirukumab	Sirukumab VL	83.98737
Solanezumab	Solanezumab VH	100.05
Solanezumab	Solanezumab VL	88.43757
Suptavumab	Suptavumab VH	83.65857
Suptavumab	Suptavumab VL	92.19637
Sutimlimab	Sutimlimab VH	85.46617
Sutimlimab	Sutimlimab VL	76.69727
Tabalumab	Tabalumab VH	94.26837
Tabalumab	Tabalumab VL	96.35517
Tafasitamab	Tafasitamab VH	71.94217
Tafasitamab	Tafasitamab VL	72.54
Ticilimumab	Ticilimumab VH	93.485
Ticilimumab	Ticilimumab VL	94.85987
Abrilumab	Abrilumab VH	86.35597
Abrilumab	Abrilumab VL	93.7856
Amatuximab	Amatuximab VH	64.53787
Amatuximab	Amatuximab VL	65.06337
Bleselumab	Bleselumab VH	88.5956
Bleselumab	Bleselumab VL	100.05
Cendakimab	Cendakimab VH	76.34157
Cendakimab	Cendakimab VL	85.60757
Cinpanemab	Cinpanemab VH	95.04
Cinpanemab	Cinpanemab VL	83.98997
Conatumumab	Conatumumab VH	87.4596
Conatumumab	Conatumumab VL	94.35197
Dacetuzumab	Dacetuzumab VH	92.30777
Dacetuzumab	Dacetuzumab VL	79.55367
Dalotuzumab	Dalotuzumab VH	87.05137
Dalotuzumab	Dalotuzumab VL	86.8756
Dapirolizumab	Dapirolizumab VH	73.64417
Dapirolizumab	Dapirolizumab VL	81.58887
Disitamab	Disitamab VH	100.05
Disitamab	Disitamab VL	92.54
Dusigitumab	Dusigitumab VH	92.8756
Dusigitumab	Dusigitumab VL	94.31377
Eldelumab	Eldelumab VH	86.1296
Eldelumab	Eldelumab VL	97.1566
Emibetuzumab	Emibetuzumab VH	97.30777
Emibetuzumab	Emibetuzumab VL	84.58337
Enokizumab	Enokizumab VH	82.86897
Enokizumab	Enokizumab VL	85.04677
Fletikumab	Fletikumab VH	79.84257
Fletikumab	Fletikumab VL	95.23367
Frovocimab	Frovocimab VH	80.045
Frovocimab	Frovocimab VL	87.90187
Galiximab	Galiximab VH	76.96857
Galiximab	Galiximab VL	84.95057
Gancotamab	Gancotamab VH	89.78997
Gancotamab	Gancotamab VL	95.88247
Gatipotuzumab	Gatipotuzumab VH	100.05
Gatipotuzumab	Gatipotuzumab VL	87.72327
Gedivumab	Gedivumab VH	80.64
Gedivumab	Gedivumab VL	87.20187
Gosuranemab	Gosuranemab VH	81.19667
Gosuranemab	Gosuranemab VL	82.32147
Icrucumab	Icrucumab VH	87.26197
Icrucumab	Icrucumab VL	98.84267
Imalumab	Imalumab VH	89.61867
Imalumab	Imalumab VL	85.65427
Indusatumab	Indusatumab VH	90.04
Indusatumab	Indusatumab VL	92.85057
Etaracizumab	Etaracizumab VH	82.99157
Etaracizumab	Etaracizumab VL	84.11217
Iscalimab	Iscalimab VH	89.04
Iscalimab	Iscalimab VL	92.00897
Levilimab	Levilimab VH	80.95837
Levilimab	Levilimab VL	81.12617
Lifastuzumab	Lifastuzumab VH	81.70837
Lifastuzumab	Lifastuzumab VL	80.04467
Lintuzumab	Lintuzumab VH	100.05
Lintuzumab	Lintuzumab VL	83.73877
Loncastuximab	Loncastuximab VH	71.8756
Loncastuximab	Loncastuximab VL	90.41677
Lorvotuzumab	Lorvotuzumab VH	87.28817
Lorvotuzumab	Lorvotuzumab VL	89.68757
Lutikizumab	Lutikizumab VH	78.86557
Lutikizumab	Lutikizumab VL	81.96267
Mavrilimumab	Mavrilimumab VH	82.3756
Mavrilimumab	Mavrilimumab VL	87.5496
Namilumab	Namilumab VH	85.16817
Namilumab	Namilumab VL	87.85057
Ontuxizumab	Ontuxizumab VH	62.74197
Ontuxizumab	Ontuxizumab VL	82.36117
Opicinumab	Opicinumab VH	87.92377
Opicinumab	Opicinumab VL	95.55567
Otlertuzumab	Otlertuzumab VH	100.05
Otlertuzumab	Otlertuzumab VL	87.14957
Parsatuzumab	Parsatuzumab VH	75.48787
Parsatuzumab	Parsatuzumab VL	82.05367
Pateclizumab	Pateclizumab VH	76.14417
Pateclizumab	Pateclizumab VL	89.62627
Pinatuzumab	Pinatuzumab VH	77.70837
Pinatuzumab	Pinatuzumab VL	81.51797
Prasinezumab	Prasinezumab VH	100.05
Prasinezumab	Prasinezumab VL	78.62837
Prezalumab	Prezalumab VH	89.46287
Prezalumab	Prezalumab VL	95.32717
Refanezumab	Refanezumab VH	83.80957
Refanezumab	Refanezumab VL	95.04
Robatumumab	Robatumumab VH	87.71197
Robatumumab	Robatumumab VL	84.20567
Sifalimumab	Sifalimumab VH	100.05
Sifalimumab	Sifalimumab VL	97.77787
Suvratoxumab	Suvratoxumab VH	87.74597
Suvratoxumab	Suvratoxumab VL	100.05
Tarextumab	Tarextumab VH	92.69237
Tarextumab	Tarextumab VL	90.13897
Tovetumab	Tovetumab VH	90.755
Tovetumab	Tovetumab VL	87.54
Mogamulizumab	Mogamulizumab VH	78.27737
Mogamulizumab	Mogamulizumab VL	83.52687
Varlilumab	Varlilumab VH	93.73957
Varlilumab	Varlilumab VL	95.14027
Utomilumab	Utomilumab VH	100.05
Utomilumab	Utomilumab VL	85.05057
Domagrozumab	Domagrozumab VH	100.05
Domagrozumab	Domagrozumab VL	89.43937
Gantenerumab	Gantenerumab VH	83.88897
Gantenerumab	Gantenerumab VL	88.65747
Lanadelumab	Lanadelumab VH	85.53287
Lanadelumab	Lanadelumab VL	100.05
Itolizumab	Itolizumab VH	79.83197
Itolizumab	Itolizumab VL	75.5146
Fremanezumab	Fremanezumab VH	78.44267
Fremanezumab	Fremanezumab VL	85.5146
Evolocumab	Evolocumab VH	100.05
Evolocumab	Evolocumab VL	93.24
Enfortumab	Enfortumab VH	91.75217
Enfortumab	Enfortumab VL	94.57947
Emicizumab	Emicizumab VH	72.22697
Emicizumab	Emicizumab VL	80.74777
Emapalumab	Emapalumab VH	92.72367
Emapalumab	Emapalumab VL	91.56867
Efalizumab	Efalizumab VH	74.79347
Efalizumab	Efalizumab VL	89.34587
Dupilumab	Dupilumab VH	85.925
Dupilumab	Dupilumab VL	94.28577
Crizanlizumab	Crizanlizumab VH	77.6236
Crizanlizumab	Crizanlizumab VL	87.38747
Cemiplimab	Cemiplimab VH	85.38467
Cemiplimab	Cemiplimab VL	83.2716
Burosumab	Burosumab VH	90.6416
Burosumab	Burosumab VL	100.05
Brodalumab	Brodalumab VH	100.05
Brodalumab	Brodalumab VL	92.00937
Bezlotoxumab	Bezlotoxumab VH	90.46227
Bezlotoxumab	Bezlotoxumab VL	98.14817
Benralizumab	Benralizumab VH	75.74387
Benralizumab	Benralizumab VL	87.61687
Belimumab	Belimumab VH	78.49597
Belimumab	Belimumab VL	96.21217
Alirocumab	Alirocumab VH	85.84757
Alirocumab	Alirocumab VL	93.05317
Afutuzumab	Afutuzumab VH	79.28577
Afutuzumab	Afutuzumab VL	88.16967
Obiltoxaximab	Obiltoxaximab VH	75.04
Obiltoxaximab	Obiltoxaximab VL	79.34587
Mepolizumab	Mepolizumab VH	69.66397
Mepolizumab	Mepolizumab VL	89.42487
Actoxumab	Actoxumab VH	87.25417
Actoxumab	Actoxumab VL	96.58887
Tosatoxumab	Tosatoxumab VH	77.60337
Tosatoxumab	Tosatoxumab VL	89.31377
Derlotuximab	Derlotuximab VH	65.45837
Derlotuximab	Derlotuximab VL	69.25937
Edrecolomab	Edrecolomab VH	92.30777
Edrecolomab	Edrecolomab VL	67.33647
