id	description	t20
Gemtuzumab	Gemtuzumab VL	66.0366
Gevokizumab	Gevokizumab VH	85.79177
Gevokizumab	Gevokizumab VL	84.4866
Ibalizumab	Ibalizumab VH	78.52467
Ibalizumab	Ibalizumab VL	100.05
Idarucizumab	Idarucizumab VH	75.90167
Idarucizumab	Idarucizumab VL	83.21437
Ifabotuzumab	Ifabotuzumab VH	83.89837
Ifabotuzumab	Ifabotuzumab VL	87.47667
Iladatuzumab	Iladatuzumab VH	79.61547
Iladatuzumab	Iladatuzumab VL	72.34237
Imgatuzumab	Imgatuzumab VH	81.95837
Imgatuzumab	Imgatuzumab VL	97.91677
Inebilizumab	Inebilizumab VH	76.65297
Inebilizumab	Inebilizumab VL	66.39647
Inotuzumab	Inotuzumab VH	77.19017
Inotuzumab	Inotuzumab VL	82.99117
Itolizumab	Itolizumab VH	83.82357
Itolizumab	Itolizumab VL	81.07487
Ixekizumab	Ixekizumab VH	78.86557
Ixekizumab	Ixekizumab VL	86.51797
Labetuzumab	Labetuzumab VH	79.36977
Labetuzumab	Labetuzumab VL	92.54
Lacnotuzumab	Lacnotuzumab VH	84.87297
Lacnotuzumab	Lacnotuzumab VL	66.16827
Ladiratuzumab	Ladiratuzumab VH	73.04
Ladiratuzumab	Ladiratuzumab VL	84.95547
Lambrolizumab	Lambrolizumab VH	80.54
Lambrolizumab	Lambrolizumab VL	70.36047
Lampalizumab	Lampalizumab VH	85.38467
Lampalizumab	Lampalizumab VL	58.83187
Landogrozumab	Landogrozumab VH	100.05
Landogrozumab	Landogrozumab VL	83.19447
Lebrikizumab	Lebrikizumab VH	77.28817
Lebrikizumab	Lebrikizumab VL	69.05417
Lifastuzumab	Lifastuzumab VH	81.04
Lifastuzumab	Lifastuzumab VL	84.33047
Ligelizumab	Ligelizumab VH	75.20337
Ligelizumab	Ligelizumab VL	69.67297
Lintuzumab	Lintuzumab VH	100.05
Lintuzumab	Lintuzumab VL	68.42347
Lorvotuzumab	Lorvotuzumab VH	87.45767
Lorvotuzumab	Lorvotuzumab VL	87.63397
Lumretuzumab	Lumretuzumab VH	73.50887
Lumretuzumab	Lumretuzumab VL	92.21247
Lutikizumab	Lutikizumab VH	85.12617
Lutikizumab	Lutikizumab VL	83.87857
Matuzumab	Matuzumab VH	79.46287
Matuzumab	Matuzumab VL	81.70897
Mepolizumab	Mepolizumab VH	78.15137
Mepolizumab	Mepolizumab VL	89.91157
Milatuzumab	Milatuzumab VH	80.58337
Milatuzumab	Milatuzumab VL	85.84827
Mirikizumab	Mirikizumab VH	94.23087
Mirikizumab	Mirikizumab VL	82.19637
Mogamulizumab	Mogamulizumab VH	82.26897
Mogamulizumab	Mogamulizumab VL	84.55367
Monalizumab	Monalizumab VH	76.725
Monalizumab	Monalizumab VL	87.14957
Mosunetuzumab	Mosunetuzumab VH	82.10087
Mosunetuzumab	Mosunetuzumab VL	100.05
Motavizumab	Motavizumab VH	82.41677
Motavizumab	Motavizumab VL	69.62037
Natalizumab	Natalizumab VH	75.97567
Natalizumab	Natalizumab VL	100.05
Nemolizumab	Nemolizumab VH	78.51247
Nemolizumab	Nemolizumab VL	81.96267
Nimotuzumab	Nimotuzumab VH	76.82937
Nimotuzumab	Nimotuzumab VL	87.05367
Obinutuzumab	Obinutuzumab VH	76.84877
Obinutuzumab	Obinutuzumab VL	89.01797
Ocaratuzumab	Ocaratuzumab VH	77.06617
Ocaratuzumab	Ocaratuzumab VL	75.31657
Ocrelizumab	Ocrelizumab VH	80.40987
Ocrelizumab	Ocrelizumab VL	78.79757
Olendalizumab	Olendalizumab VH	80.8756
Olendalizumab	Olendalizumab VL	70.0456
Omalizumab	Omalizumab VH	80.24797
Omalizumab	Omalizumab VL	73.0186
Onartuzumab	Onartuzumab VH	76.72277
Onartuzumab	Onartuzumab VL	93.31867
Oportuzumab	Oportuzumab VH	100.05
Oportuzumab	Oportuzumab VL	89.24117
Otlertuzumab	Otlertuzumab VH	100.05
Otlertuzumab	Otlertuzumab VL	82.85057
Ozanezumab	Ozanezumab VH	100.05
Ozanezumab	Ozanezumab VL	83.61617
Palivizumab	Palivizumab VH	83.54177
Palivizumab	Palivizumab VL	68.0386
Parsatuzumab	Parsatuzumab VH	74.10267
Parsatuzumab	Parsatuzumab VL	80.80367
Pateclizumab	Pateclizumab VH	79.44927
Pateclizumab	Pateclizumab VL	88.64497
Pembrolizumab	Pembrolizumab VH	80.54
Pembrolizumab	Pembrolizumab VL	70.36047
Perakizumab	Perakizumab VH	83.48367
Perakizumab	Perakizumab VL	81.34267
Pertuzumab	Pertuzumab VH	81.84877
Pertuzumab	Pertuzumab VL	87.47667
Pidilizumab	Pidilizumab VH	83.46157
Pidilizumab	Pidilizumab VL	81.26587
Pinatuzumab	Pinatuzumab VH	75.66677
Pinatuzumab	Pinatuzumab VL	87.67867
Pogalizumab	Pogalizumab VH	70.29917
Pogalizumab	Pogalizumab VL	88.22437
Polatuzumab	Polatuzumab VH	79.61547
Polatuzumab	Polatuzumab VL	72.34237
Prasinezumab	Prasinezumab VH	100.05
Prasinezumab	Prasinezumab VL	92.16817
Quilizumab	Quilizumab VH	83.71797
Quilizumab	Quilizumab VL	86.8756
Ralpancizumab	Ralpancizumab VH	83.05087
Ralpancizumab	Ralpancizumab VL	85.65427
Ranibizumab	Ranibizumab VH	81.13827
Ranibizumab	Ranibizumab VL	88.22437
Ravulizumab	Ravulizumab VH	73.64757
Ravulizumab	Ravulizumab VL	82.14957
Refanezumab	Refanezumab VH	82.3816
Refanezumab	Refanezumab VL	95.04
Reslizumab	Reslizumab VH	79.65527
Reslizumab	Reslizumab VL	83.13087
Risankizumab	Risankizumab VH	72.04177
Risankizumab	Risankizumab VL	81.44867
Rivabazumab	Rivabazumab VH	86.57267
Rivabazumab	Rivabazumab VL	85.65427
Romosozumab	Romosozumab VH	80.1226
Romosozumab	Romosozumab VL	89.43937
Rontalizumab	Rontalizumab VH	80.47017
Rontalizumab	Rontalizumab VL	70.40547
Rosmantuzumab	Rosmantuzumab VH	79.91457
Rosmantuzumab	Rosmantuzumab VL	72.25237
Rovalpituzumab	Rovalpituzumab VH	85.76277
Rovalpituzumab	Rovalpituzumab VL	84.81317
Ruplizumab	Ruplizumab VH	79.57637
Ruplizumab	Ruplizumab VL	70.22527
Sacituzumab	Sacituzumab VH	83.80177
Sacituzumab	Sacituzumab VL	87.42997
Samalizumab	Samalizumab VH	76.4536
Samalizumab	Samalizumab VL	81.82247
Sapelizumab	Sapelizumab VH	81.55467
Sapelizumab	Sapelizumab VL	85.23367
Satralizumab	Satralizumab VH	81.55467
Satralizumab	Satralizumab VL	85.23367
Simtuzumab	Simtuzumab VH	100.05
Simtuzumab	Simtuzumab VL	87.23217
Sofituzumab	Sofituzumab VH	100.05
Sofituzumab	Sofituzumab VL	82.66367
Solanezumab	Solanezumab VH	100.05
Solanezumab	Solanezumab VL	88.97327
Spartalizumab	Spartalizumab VH	79.52997
Spartalizumab	Spartalizumab VL	90.5316
Suvizumab	Suvizumab VH	78.22037
Suvizumab	Suvizumab VL	89.33637
Tadocizumab	Tadocizumab VH	80.0426
Tadocizumab	Tadocizumab VL	86.49537
Talacotuzumab	Talacotuzumab VH	80.04
Talacotuzumab	Talacotuzumab VL	89.60187
Tanezumab	Tanezumab VH	74.75217
Tanezumab	Tanezumab VL	85.60757
Telisotuzumab	Telisotuzumab VH	84.95767
Telisotuzumab	Telisotuzumab VL	74.36947
Teplizumab	Teplizumab VH	80.84037
Teplizumab	Teplizumab VL	81.83547
Tibulizumab	Tibulizumab VH	89.67487
Tibulizumab	Tibulizumab VL	94.90657
Tigatuzumab	Tigatuzumab VH	85.50427
Tigatuzumab	Tigatuzumab VL	100.05
Tildrakizumab	Tildrakizumab VH	100.05
Tildrakizumab	Tildrakizumab VL	83.50477
Timigutuzumab	Timigutuzumab VH	75.04177
Timigutuzumab	Timigutuzumab VL	90.93467
Tislelizumab	Tislelizumab VH	81.86447
Tislelizumab	Tislelizumab VL	86.49537
Tocilizumab	Tocilizumab VH	84.20177
Tocilizumab	Tocilizumab VL	89.29917
Trastuzumab	Trastuzumab VH	75.04177
Trastuzumab	Trastuzumab VL	90.93467
Tregalizumab	Tregalizumab VH	73.54847
Tregalizumab	Tregalizumab VL	70.18027
Vandortuzumab	Vandortuzumab VH	82.58067
Vandortuzumab	Vandortuzumab VL	93.89387
Vatelizumab	Vatelizumab VH	77.98327
Vatelizumab	Vatelizumab VL	72.34187
Vedolizumab	Vedolizumab VH	80.08267
Vedolizumab	Vedolizumab VL	83.52687
Veltuzumab	Veltuzumab VH	80.28937
Veltuzumab	Veltuzumab VL	82.08867
Visilizumab	Visilizumab VH	79.3756
Visilizumab	Visilizumab VL	82.08867
Vonlerolizumab	Vonlerolizumab VH	70.29917
Vonlerolizumab	Vonlerolizumab VL	88.22437
Vorsetuzumab	Vorsetuzumab VH	86.56787
Vorsetuzumab	Vorsetuzumab VL	69.45957
Vunakizumab	Vunakizumab VH	76.91067
Vunakizumab	Vunakizumab VL	71.83547
Zenocutuzumab	Zenocutuzumab VH	86.45167
Zenocutuzumab	Zenocutuzumab VL	97.05617
