id	description	t20
Clivatuzumab	Clivatuzumab VH (threshold 0.515)	73.61347
Clivatuzumab	Clivatuzumab VL (threshold 0.82)	76.15747
Codrituzumab	Codrituzumab VH (threshold 0.965)	73.80347
Codrituzumab	Codrituzumab VL (threshold 0.738)	86.74117
Cofetuzumab	Cofetuzumab VH (threshold 0.795)	66.72277
Cofetuzumab	Cofetuzumab VL (threshold 0.76)	75.58567
Concizumab	Concizumab VH (threshold 0.445)	76.77697
Concizumab	Concizumab VL (threshold 0.8740000000000001)	82.85717
Crenezumab	Crenezumab VH (threshold 0.865)	81.53857
Crenezumab	Crenezumab VL (threshold 0.826)	86.42867
Crizanlizumab	Crizanlizumab VH (threshold 0.86)	73.23777
Crizanlizumab	Crizanlizumab VL (threshold 0.875)	84.77487
Dacetuzumab	Dacetuzumab VH (threshold 0.81)	62.99157
Dacetuzumab	Dacetuzumab VL (threshold 0.759)	75.04
Daclizumab	Daclizumab VH (threshold 0.65)	78.41887
Daclizumab	Daclizumab VL (threshold 0.903)	77.38327
Dalotuzumab	Dalotuzumab VH (threshold 0.99)	76.79497
Dalotuzumab	Dalotuzumab VL (threshold 0.75)	86.02687
Dapirolizumab	Dapirolizumab VH (threshold 0.715)	63.1786
Dapirolizumab	Dapirolizumab VL (threshold 0.882)	75.09357
Demcizumab	Demcizumab VH (threshold 0.685)	72.94127
Demcizumab	Demcizumab VL (threshold 0.58)	74.32437
Denintuzumab	Denintuzumab VH (threshold 0.83)	70.45837
Denintuzumab	Denintuzumab VL (threshold 0.835)	76.40197
Dezamizumab	Dezamizumab VH (threshold 0.845)	75.28697
Dezamizumab	Dezamizumab VL (threshold 0.5670000000000001)	77.2436
Domagrozumab	Domagrozumab VH (threshold 0.97)	84.57267
Domagrozumab	Domagrozumab VL (threshold 0.7040000000000001)	80.5146
Duligotuzumab	Duligotuzumab VH (threshold 0.94)	79.25627
Duligotuzumab	Duligotuzumab VL (threshold 0.988)	79.43937
Eculizumab	Eculizumab VH (threshold 0.975)	74.05747
Eculizumab	Eculizumab VL (threshold 0.893)	78.31787
Efalizumab	Efalizumab VH (threshold 0.76)	64.62817
Efalizumab	Efalizumab VL (threshold 0.494)	77.61687
Elotuzumab	Elotuzumab VH (threshold 0.375)	73.31937
Elotuzumab	Elotuzumab VL (threshold 0.8059999999999999)	78.69167
Emactuzumab	Emactuzumab VH (threshold 0.995)	82.0696
Emactuzumab	Emactuzumab VL (threshold 0.966)	77.71037
Emibetuzumab	Emibetuzumab VH (threshold 0.945)	78.37617
Emibetuzumab	Emibetuzumab VL (threshold 0.898)	77.77787
Emicizumab	Emicizumab VH (threshold 0.865)	70.37827
Emicizumab	Emicizumab VL (threshold 0.872)	76.07487
Enavatuzumab	Enavatuzumab VH (threshold 0.71)	77.85717
Enavatuzumab	Enavatuzumab VL (threshold 0.813)	81.08117
Enoblituzumab	Enoblituzumab VH (threshold 0.885)	81.92627
Enoblituzumab	Enoblituzumab VL (threshold 0.88)	77.57017
Enokizumab	Enokizumab VH (threshold 0.84)	72.5416
Enokizumab	Enokizumab VL (threshold 0.9359999999999999)	74.29917
Epratuzumab	Epratuzumab VH (threshold 0.64)	72.7356
Epratuzumab	Epratuzumab VL (threshold 0.66)	75.79657
Etaracizumab	Etaracizumab VH (threshold 0.94)	80.76927
Etaracizumab	Etaracizumab VL (threshold 0.95)	76.91597
Farletuzumab	Farletuzumab VH (threshold 0.79)	79.36977
Farletuzumab	Farletuzumab VL (threshold 0.789)	73.54
Fibatuzumab	Fibatuzumab VH (threshold 0.97)	81.14417
Fibatuzumab	Fibatuzumab VL (threshold 0.993)	86.7296
Ficlatuzumab	Ficlatuzumab VH (threshold 0.73)	76.48317
Ficlatuzumab	Ficlatuzumab VL (threshold 0.51)	74.67297
Flotetuzumab	Flotetuzumab VH (threshold 0.705)	73.08337
Flotetuzumab	Flotetuzumab VL (threshold 0.795)	88.14167
Fontolizumab	Fontolizumab VH (threshold 0.405)	67.64967
Fontolizumab	Fontolizumab VL (threshold 0.932)	75.5146
Fremanezumab	Fremanezumab VH (threshold 0.875)	73.68857
Fremanezumab	Fremanezumab VL (threshold 0.98)	74.85987
Galcanezumab	Galcanezumab VH (threshold 0.945)	73.15137
Galcanezumab	Galcanezumab VL (threshold 0.741)	79.67297
Gatipotuzumab	Gatipotuzumab VH (threshold 0.74)	76.97487
Gatipotuzumab	Gatipotuzumab VL (threshold 0.608)	86.02687
Gemtuzumab	Gemtuzumab VH (threshold 0.625)	68.41887
Gemtuzumab	Gemtuzumab VL (threshold 0.922)	76.30637
Gevokizumab	Gevokizumab VH (threshold 0.4)	67.04
Gevokizumab	Gevokizumab VL (threshold 0.524)	77.28977
Ibalizumab	Ibalizumab VH (threshold 0.25)	68.93447
Ibalizumab	Ibalizumab VL (threshold 0.755)	87.96467
Idarucizumab	Idarucizumab VH (threshold 0.765)	68.07387
Idarucizumab	Idarucizumab VL (threshold 0.9)	85.08937
Ifabotuzumab	Ifabotuzumab VH (threshold 0.97)	81.14417
Ifabotuzumab	Ifabotuzumab VL (threshold 0.993)	86.7296
Iladatuzumab	Iladatuzumab VH (threshold 0.69)	64.48727
Iladatuzumab	Iladatuzumab VL (threshold 0.8590000000000001)	82.56767
Imgatuzumab	Imgatuzumab VH (threshold 0.995)	79.41677
Imgatuzumab	Imgatuzumab VL (threshold 0.73)	71.40197
Inebilizumab	Inebilizumab VH (threshold 0.895)	69.00837
Inebilizumab	Inebilizumab VL (threshold 0.655)	59.63967
Inotuzumab	Inotuzumab VH (threshold 0.91)	70.74387
Inotuzumab	Inotuzumab VL (threshold 0.6970000000000001)	72.99117
Itolizumab	Itolizumab VH (threshold 0.07)	76.84877
Itolizumab	Itolizumab VL (threshold 0.256)	71.86927
Ixekizumab	Ixekizumab VH (threshold 0.9)	74.74797
Ixekizumab	Ixekizumab VL (threshold 0.8640000000000001)	83.88397
Labetuzumab	Labetuzumab VH (threshold 0.605)	74.11767
Labetuzumab	Labetuzumab VL (threshold 0.8640000000000001)	76.54217
Lacnotuzumab	Lacnotuzumab VH (threshold 0.73)	78.38987
Lacnotuzumab	Lacnotuzumab VL (threshold 0.59)	63.83187
Ladiratuzumab	Ladiratuzumab VH (threshold 0.995)	72.45837
Ladiratuzumab	Ladiratuzumab VL (threshold 0.866)	83.34827
Lambrolizumab	Lambrolizumab VH (threshold 0.88)	72.41677
Lambrolizumab	Lambrolizumab VL (threshold 0.87)	78.37847
Lampalizumab	Lampalizumab VH (threshold 0.53)	78.93167
Lampalizumab	Lampalizumab VL (threshold 0.764)	71.7296
Landogrozumab	Landogrozumab VH (threshold 0.985)	86.88037
Landogrozumab	Landogrozumab VL (threshold 0.95)	79.39817
Lebrikizumab	Lebrikizumab VH (threshold 0.7)	70.6786
Lebrikizumab	Lebrikizumab VL (threshold 0.61)	77.83787
Lifastuzumab	Lifastuzumab VH (threshold 0.945)	74.33337
Lifastuzumab	Lifastuzumab VL (threshold 0.725)	70.31257
Ligelizumab	Ligelizumab VH (threshold 0.79)	69.8786
Ligelizumab	Ligelizumab VL (threshold 0.93)	78.69167
Lintuzumab	Lintuzumab VH (threshold 0.61)	73.67527
Lintuzumab	Lintuzumab VL (threshold 0.8859999999999999)	79.09917
Lorvotuzumab	Lorvotuzumab VH (threshold 0.985)	85.04247
Lorvotuzumab	Lorvotuzumab VL (threshold 0.924)	87.90187
Lumretuzumab	Lumretuzumab VH (threshold 0.96)	68.08337
Lumretuzumab	Lumretuzumab VL (threshold 0.975)	86.28327
Lutikizumab	Lutikizumab VH (threshold 0.885)	78.23537
Lutikizumab	Lutikizumab VL (threshold 0.637)	77.66367
Matuzumab	Matuzumab VH (threshold 0.62)	74.00837
Matuzumab	Matuzumab VL (threshold 0.821)	74.95337
Mepolizumab	Mepolizumab VH (threshold 0.555)	65.79837
Mepolizumab	Mepolizumab VL (threshold 0.97)	87.65497
Milatuzumab	Milatuzumab VH (threshold 0.505)	72.79177
Milatuzumab	Milatuzumab VL (threshold 0.8220000000000001)	84.01797
Mirikizumab	Mirikizumab VH (threshold 0.855)	76.53857
Mirikizumab	Mirikizumab VL (threshold 0.889)	79.29917
Mogamulizumab	Mogamulizumab VH (threshold 0.76)	78.02527
Mogamulizumab	Mogamulizumab VL (threshold 0.792)	81.78577
Monalizumab	Monalizumab VH (threshold 0.995)	70.84
Monalizumab	Monalizumab VL (threshold 0.515)	79.20567
Mosunetuzumab	Mosunetuzumab VH (threshold 0.67)	74.57987
Mosunetuzumab	Mosunetuzumab VL (threshold 0.985)	85.75227
Motavizumab	Motavizumab VH (threshold 0.905)	74.54
Motavizumab	Motavizumab VL (threshold 0.8490000000000001)	76.40197
Natalizumab	Natalizumab VH (threshold 0.95)	74.39027
Natalizumab	Natalizumab VL (threshold 0.499)	74.4866
Nemolizumab	Nemolizumab VH (threshold 0.93)	75.16537
Nemolizumab	Nemolizumab VL (threshold 0.645)	73.13087
Nimotuzumab	Nimotuzumab VH (threshold 0.775)	70.52857
Nimotuzumab	Nimotuzumab VL (threshold 0.6859999999999999)	69.73217
Obinutuzumab	Obinutuzumab VH (threshold 0.83)	71.55467
Obinutuzumab	Obinutuzumab VL (threshold 0.562)	85.04467
Ocaratuzumab	Ocaratuzumab VH (threshold 0.805)	68.09927
Ocaratuzumab	Ocaratuzumab VL (threshold 0.91)	75.60757
Ocrelizumab	Ocrelizumab VH (threshold 0.78)	64.9186
Ocrelizumab	Ocrelizumab VL (threshold 0.862)	78.17767
Olendalizumab	Olendalizumab VH (threshold 0.895)	74.91677
Olendalizumab	Olendalizumab VL (threshold 0.816)	79.59467
Omalizumab	Omalizumab VH (threshold 0.845)	63.96697
Omalizumab	Omalizumab VL (threshold 0.8740000000000001)	86.35147
Onartuzumab	Onartuzumab VH (threshold 0.725)	62.64717
Onartuzumab	Onartuzumab VL (threshold 0.73)	76.99127
Oportuzumab	Oportuzumab VH (threshold 0.455)	75.59837
Oportuzumab	Oportuzumab VL (threshold 0.787)	72.85717
Otlertuzumab	Otlertuzumab VH (threshold 0.815)	72.64967
Otlertuzumab	Otlertuzumab VL (threshold 0.98)	76.77577
Ozanezumab	Ozanezumab VH (threshold 0.63)	73.41887
Ozanezumab	Ozanezumab VL (threshold 0.586)	80.35717
Palivizumab	Palivizumab VH (threshold 0.885)	77.70837
Palivizumab	Palivizumab VL (threshold 0.8759999999999999)	70.04
Parsatuzumab	Parsatuzumab VH (threshold 0.815)	60.89437
Parsatuzumab	Parsatuzumab VL (threshold 0.8190000000000001)	75.49117
Pateclizumab	Pateclizumab VH (threshold 0.69)	63.64417
Pateclizumab	Pateclizumab VL (threshold 0.9620000000000001)	82.89727
Pembrolizumab	Pembrolizumab VH (threshold 0.88)	72.41677
Pembrolizumab	Pembrolizumab VL (threshold 0.87)	78.37847
Perakizumab	Perakizumab VH (threshold 0.955)	82.78697
Perakizumab	Perakizumab VL (threshold 0.568)	76.01857
Pertuzumab	Pertuzumab VH (threshold 0.875)	66.59667
Pertuzumab	Pertuzumab VL (threshold 0.888)	81.77577
Pidilizumab	Pidilizumab VH (threshold 0.595)	79.87187
Pidilizumab	Pidilizumab VL (threshold 0.63)	70.32717
Pinatuzumab	Pinatuzumab VH (threshold 0.86)	67.08337
Pinatuzumab	Pinatuzumab VL (threshold 0.741)	73.52687
Pogalizumab	Pogalizumab VH (threshold 0.825)	65.25647
Pogalizumab	Pogalizumab VL (threshold 0.674)	82.80377
Polatuzumab	Polatuzumab VH (threshold 0.69)	64.48727
Polatuzumab	Polatuzumab VL (threshold 0.8590000000000001)	82.56767
Prasinezumab	Prasinezumab VH (threshold 0.875)	83.46157
Prasinezumab	Prasinezumab VL (threshold 0.645)	72.25667
Quilizumab	Quilizumab VH (threshold 0.8)	79.65817
Quilizumab	Quilizumab VL (threshold 0.759)	71.29467
Ralpancizumab	Ralpancizumab VH (threshold 0.875)	80.46617
Ralpancizumab	Ralpancizumab VL (threshold 0.872)	78.92527
Ranibizumab	Ranibizumab VH (threshold 0.805)	63.45537
Ranibizumab	Ranibizumab VL (threshold 0.914)	85.23367
Ravulizumab	Ravulizumab VH (threshold 0.975)	73.81157
Ravulizumab	Ravulizumab VL (threshold 0.893)	78.31787
Refanezumab	Refanezumab VH (threshold 0.88)	80.47627
Refanezumab	Refanezumab VL (threshold 1.0)	87.03547
Reslizumab	Reslizumab VH (threshold 0.76)	65.38797
Reslizumab	Reslizumab VL (threshold 0.7909999999999999)	75.93467
Risankizumab	Risankizumab VH (threshold 0.77)	67.20837
Risankizumab	Risankizumab VL (threshold 0.6759999999999999)	73.83187
Rivabazumab	Rivabazumab VH (threshold 0.995)	84.19357
Rivabazumab	Rivabazumab VL (threshold 0.976)	79.57947
Romosozumab	Romosozumab VH (threshold 0.88)	73.13017
Romosozumab	Romosozumab VL (threshold 0.696)	83.83187
Rontalizumab	Rontalizumab VH (threshold 0.83)	67.60687
Rontalizumab	Rontalizumab VL (threshold 0.8)	79.81987
Rosmantuzumab	Rosmantuzumab VH (threshold 0.815)	75.51287
Rosmantuzumab	Rosmantuzumab VL (threshold 0.6409999999999999)	79.09917
Rovalpituzumab	Rovalpituzumab VH (threshold 0.975)	72.8396
Rovalpituzumab	Rovalpituzumab VL (threshold 0.98)	77.42997
Ruplizumab	Ruplizumab VH (threshold 0.245)	71.8226
Ruplizumab	Ruplizumab VL (threshold 0.25)	68.28837
Sacituzumab	Sacituzumab VH (threshold 0.45)	76.19837
Sacituzumab	Sacituzumab VL (threshold 0.716)	79.57947
Samalizumab	Samalizumab VH (threshold 0.355)	65.76927
Samalizumab	Samalizumab VL (threshold 0.489)	78.03747
Sapelizumab	Sapelizumab VH (threshold 0.85)	76.55467
Sapelizumab	Sapelizumab VL (threshold 0.748)	74.25237
Satralizumab	Satralizumab VH (threshold 0.85)	76.55467
Satralizumab	Satralizumab VL (threshold 0.748)	74.25237
Simtuzumab	Simtuzumab VH (threshold 0.705)	73.88897
Simtuzumab	Simtuzumab VL (threshold 0.6)	85.49117
Sofituzumab	Sofituzumab VH (threshold 0.795)	66.88037
Sofituzumab	Sofituzumab VL (threshold 0.804)	79.85987
Solanezumab	Solanezumab VH (threshold 0.855)	80.08557
Solanezumab	Solanezumab VL (threshold 0.888)	85.80367
Spartalizumab	Spartalizumab VH (threshold 0.815)	75.98297
Spartalizumab	Spartalizumab VL (threshold 0.76)	84.51337
Suvizumab	Suvizumab VH (threshold 0.615)	70.93227
Suvizumab	Suvizumab VL (threshold 0.68)	83.40717
Tadocizumab	Tadocizumab VH (threshold 0.755)	74.66397
Tadocizumab	Tadocizumab VL (threshold 0.7120000000000001)	79.81317
Talacotuzumab	Talacotuzumab VH (threshold 0.815)	68.255
Talacotuzumab	Talacotuzumab VL (threshold 0.935)	88.05317
Tanezumab	Tanezumab VH (threshold 0.855)	71.77697
Tanezumab	Tanezumab VL (threshold 0.8859999999999999)	83.87857
Telisotuzumab	Telisotuzumab VH (threshold 1.0)	75.80517
Telisotuzumab	Telisotuzumab VL (threshold 0.92)	80.76587
Teplizumab	Teplizumab VH (threshold 0.695)	66.47067
Teplizumab	Teplizumab VL (threshold 0.716)	72.57017
Tibulizumab	Tibulizumab VH (threshold 1.0)	88.94317
Tibulizumab	Tibulizumab VL (threshold 1.0)	84.25237
Tigatuzumab	Tigatuzumab VH (threshold 0.85)	82.10087
Tigatuzumab	Tigatuzumab VL (threshold 0.8420000000000001)	77.66367
Tildrakizumab	Tildrakizumab VH (threshold 0.9)	75.76927
Tildrakizumab	Tildrakizumab VL (threshold 0.522)	76.12157
Timigutuzumab	Timigutuzumab VH (threshold 0.965)	76.54177
Timigutuzumab	Timigutuzumab VL (threshold 0.777)	78.83187
Tislelizumab	Tislelizumab VH (threshold 0.845)	77.71197
Tislelizumab	Tislelizumab VL (threshold 0.905)	81.07487
Tocilizumab	Tocilizumab VH (threshold 0.935)	81.42867
Tocilizumab	Tocilizumab VL (threshold 0.65)	82.2436
Trastuzumab	Trastuzumab VH (threshold 0.965)	76.54177
Trastuzumab	Trastuzumab VL (threshold 0.777)	78.83187
Tregalizumab	Tregalizumab VH (threshold 0.93)	68.54847
Tregalizumab	Tregalizumab VL (threshold 0.855)	79.59467
Vandortuzumab	Vandortuzumab VH (threshold 0.8)	67.90327
Vandortuzumab	Vandortuzumab VL (threshold 0.725)	78.89387
Vatelizumab	Vatelizumab VH (threshold 0.595)	71.51267
Vatelizumab	Vatelizumab VL (threshold 0.268)	58.9726
Vedolizumab	Vedolizumab VH (threshold 0.795)	77.14887
Vedolizumab	Vedolizumab VL (threshold 0.83)	80.08937
Veltuzumab	Veltuzumab VH (threshold 0.415)	72.06617
Veltuzumab	Veltuzumab VL (threshold 0.6990000000000001)	76.91597
Visilizumab	Visilizumab VH (threshold 0.685)	75.255
Visilizumab	Visilizumab VL (threshold 0.848)	79.15897
Vonlerolizumab	Vonlerolizumab VH (threshold 0.825)	65.25647
Vonlerolizumab	Vonlerolizumab VL (threshold 0.674)	82.80377
Vorsetuzumab	Vorsetuzumab VH (threshold 0.965)	72.8396
Vorsetuzumab	Vorsetuzumab VL (threshold 0.7)	77.83787
Vunakizumab	Vunakizumab VH (threshold 0.91)	68.65857
Vunakizumab	Vunakizumab VL (threshold 0.605)	61.26177
Zenocutuzumab	Zenocutuzumab VH (threshold 1.0)	80.36297
Zenocutuzumab	Zenocutuzumab VL (threshold 1.0)	85.98137
