id	description	t20
Crenezumab	Crenezumab VL (threshold 0.826)	79.41967
Crizanlizumab	Crizanlizumab VH (threshold 0.86)	73.23777
Crizanlizumab	Crizanlizumab VL (threshold 0.875)	69.45957
Dacetuzumab	Dacetuzumab VH (threshold 0.81)	72.0946
Dacetuzumab	Dacetuzumab VL (threshold 0.759)	75.98217
Daclizumab	Daclizumab VH (threshold 0.65)	78.41887
Daclizumab	Daclizumab VL (threshold 0.903)	62.10287
Dalotuzumab	Dalotuzumab VH (threshold 0.99)	76.79497
Dalotuzumab	Dalotuzumab VL (threshold 0.75)	79.95547
Dapirolizumab	Dapirolizumab VH (threshold 0.715)	61.14417
Dapirolizumab	Dapirolizumab VL (threshold 0.882)	66.2156
Demcizumab	Demcizumab VH (threshold 0.685)	72.94127
Demcizumab	Demcizumab VL (threshold 0.58)	67.34237
Denintuzumab	Denintuzumab VH (threshold 0.83)	63.83337
Denintuzumab	Denintuzumab VL (threshold 0.835)	61.63557
Dezamizumab	Dezamizumab VH (threshold 0.845)	75.28697
Dezamizumab	Dezamizumab VL (threshold 0.5670000000000001)	71.40197
Domagrozumab	Domagrozumab VH (threshold 0.97)	71.41037
Domagrozumab	Domagrozumab VL (threshold 0.7040000000000001)	74.62627
Duligotuzumab	Duligotuzumab VH (threshold 0.94)	79.25627
Duligotuzumab	Duligotuzumab VL (threshold 0.988)	67.80377
Eculizumab	Eculizumab VH (threshold 0.975)	74.05747
Eculizumab	Eculizumab VL (threshold 0.893)	64.81317
Efalizumab	Efalizumab VH (threshold 0.76)	71.32237
Efalizumab	Efalizumab VL (threshold 0.494)	74.43937
Elotuzumab	Elotuzumab VH (threshold 0.375)	68.61347
Elotuzumab	Elotuzumab VL (threshold 0.8059999999999999)	69.81317
Emactuzumab	Emactuzumab VH (threshold 0.995)	82.0696
Emactuzumab	Emactuzumab VL (threshold 0.966)	65.37387
Emibetuzumab	Emibetuzumab VH (threshold 0.945)	78.37617
Emibetuzumab	Emibetuzumab VL (threshold 0.898)	63.93527
Emicizumab	Emicizumab VH (threshold 0.865)	70.37827
Emicizumab	Emicizumab VL (threshold 0.872)	68.55147
Enavatuzumab	Enavatuzumab VH (threshold 0.71)	77.85717
Enavatuzumab	Enavatuzumab VL (threshold 0.813)	66.93697
Enoblituzumab	Enoblituzumab VH (threshold 0.885)	66.35257
Enoblituzumab	Enoblituzumab VL (threshold 0.88)	69.06547
Enokizumab	Enokizumab VH (threshold 0.84)	72.5416
Enokizumab	Enokizumab VL (threshold 0.9359999999999999)	65.18697
Epratuzumab	Epratuzumab VH (threshold 0.64)	72.7356
Epratuzumab	Epratuzumab VL (threshold 0.66)	81.01777
Etaracizumab	Etaracizumab VH (threshold 0.94)	67.9066
Etaracizumab	Etaracizumab VL (threshold 0.95)	67.61687
Farletuzumab	Farletuzumab VH (threshold 0.79)	79.36977
Farletuzumab	Farletuzumab VL (threshold 0.789)	61.09097
Fibatuzumab	Fibatuzumab VH (threshold 0.97)	81.14417
Fibatuzumab	Fibatuzumab VL (threshold 0.993)	63.22437
Ficlatuzumab	Ficlatuzumab VH (threshold 0.73)	76.48317
Ficlatuzumab	Ficlatuzumab VL (threshold 0.51)	65.98137
Flotetuzumab	Flotetuzumab VH (threshold 0.705)	73.08337
Flotetuzumab	Flotetuzumab VL (threshold 0.795)	80.13277
Fontolizumab	Fontolizumab VH (threshold 0.405)	67.64967
Fontolizumab	Fontolizumab VL (threshold 0.932)	64.57947
Fremanezumab	Fremanezumab VH (threshold 0.875)	73.68857
Fremanezumab	Fremanezumab VL (threshold 0.98)	62.57017
Galcanezumab	Galcanezumab VH (threshold 0.945)	73.15137
Galcanezumab	Galcanezumab VL (threshold 0.741)	73.31787
Gatipotuzumab	Gatipotuzumab VH (threshold 0.74)	62.22697
Gatipotuzumab	Gatipotuzumab VL (threshold 0.608)	83.1256
Gemtuzumab	Gemtuzumab VH (threshold 0.625)	68.41887
Gemtuzumab	Gemtuzumab VL (threshold 0.922)	58.73877
Gevokizumab	Gevokizumab VH (threshold 0.4)	73.255
Gevokizumab	Gevokizumab VL (threshold 0.524)	72.89727
Ibalizumab	Ibalizumab VH (threshold 0.25)	68.93447
Ibalizumab	Ibalizumab VL (threshold 0.755)	81.06197
Idarucizumab	Idarucizumab VH (threshold 0.765)	59.34437
Idarucizumab	Idarucizumab VL (threshold 0.9)	77.63397
Ifabotuzumab	Ifabotuzumab VH (threshold 0.97)	81.14417
Ifabotuzumab	Ifabotuzumab VL (threshold 0.993)	63.22437
Iladatuzumab	Iladatuzumab VH (threshold 0.69)	71.66677
Iladatuzumab	Iladatuzumab VL (threshold 0.8590000000000001)	69.86497
Imgatuzumab	Imgatuzumab VH (threshold 0.995)	79.41677
Imgatuzumab	Imgatuzumab VL (threshold 0.73)	67.28977
Inebilizumab	Inebilizumab VH (threshold 0.895)	71.36367
Inebilizumab	Inebilizumab VL (threshold 0.655)	58.46857
Inotuzumab	Inotuzumab VH (threshold 0.91)	70.74387
Inotuzumab	Inotuzumab VL (threshold 0.6970000000000001)	70.98217
Itolizumab	Itolizumab VH (threshold 0.07)	75.63037
Itolizumab	Itolizumab VL (threshold 0.256)	70.04
Ixekizumab	Ixekizumab VH (threshold 0.9)	74.74797
Ixekizumab	Ixekizumab VL (threshold 0.8640000000000001)	76.74117
Labetuzumab	Labetuzumab VH (threshold 0.605)	61.13457
Labetuzumab	Labetuzumab VL (threshold 0.8640000000000001)	67.33647
Lacnotuzumab	Lacnotuzumab VH (threshold 0.73)	64.27977
Lacnotuzumab	Lacnotuzumab VL (threshold 0.59)	65.56077
Ladiratuzumab	Ladiratuzumab VH (threshold 0.995)	72.45837
Ladiratuzumab	Ladiratuzumab VL (threshold 0.866)	74.86617
Lambrolizumab	Lambrolizumab VH (threshold 0.88)	72.41677
Lambrolizumab	Lambrolizumab VL (threshold 0.87)	65.54057
Lampalizumab	Lampalizumab VH (threshold 0.53)	68.76077
Lampalizumab	Lampalizumab VL (threshold 0.764)	60.09357
Landogrozumab	Landogrozumab VH (threshold 0.985)	86.88037
Landogrozumab	Landogrozumab VL (threshold 0.95)	62.87047
Lebrikizumab	Lebrikizumab VH (threshold 0.7)	56.61027
Lebrikizumab	Lebrikizumab VL (threshold 0.61)	70.45057
Lifastuzumab	Lifastuzumab VH (threshold 0.945)	74.33337
Lifastuzumab	Lifastuzumab VL (threshold 0.725)	75.40187
Ligelizumab	Ligelizumab VH (threshold 0.79)	69.8786
Ligelizumab	Ligelizumab VL (threshold 0.93)	67.38327
Lintuzumab	Lintuzumab VH (threshold 0.61)	73.67527
Lintuzumab	Lintuzumab VL (threshold 0.8859999999999999)	62.47757
Lorvotuzumab	Lorvotuzumab VH (threshold 0.985)	85.04247
Lorvotuzumab	Lorvotuzumab VL (threshold 0.924)	76.42867
Lumretuzumab	Lumretuzumab VH (threshold 0.96)	68.08337
Lumretuzumab	Lumretuzumab VL (threshold 0.975)	77.52217
Lutikizumab	Lutikizumab VH (threshold 0.885)	61.51267
Lutikizumab	Lutikizumab VL (threshold 0.637)	69.81317
Matuzumab	Matuzumab VH (threshold 0.62)	74.00837
Matuzumab	Matuzumab VL (threshold 0.821)	66.35517
Mepolizumab	Mepolizumab VH (threshold 0.555)	57.64717
Mepolizumab	Mepolizumab VL (threshold 0.97)	74.2926
Milatuzumab	Milatuzumab VH (threshold 0.505)	72.79177
Milatuzumab	Milatuzumab VL (threshold 0.8220000000000001)	77.58937
Mirikizumab	Mirikizumab VH (threshold 0.855)	76.53857
Mirikizumab	Mirikizumab VL (threshold 0.889)	71.40197
Mogamulizumab	Mogamulizumab VH (threshold 0.76)	63.78157
Mogamulizumab	Mogamulizumab VL (threshold 0.792)	76.16077
Monalizumab	Monalizumab VH (threshold 0.995)	70.84
Monalizumab	Monalizumab VL (threshold 0.515)	75.37387
Mosunetuzumab	Mosunetuzumab VH (threshold 0.67)	74.57987
Mosunetuzumab	Mosunetuzumab VL (threshold 0.985)	72.30097
Motavizumab	Motavizumab VH (threshold 0.905)	74.54
Motavizumab	Motavizumab VL (threshold 0.8490000000000001)	62.47667
Natalizumab	Natalizumab VH (threshold 0.95)	74.39027
Natalizumab	Natalizumab VL (threshold 0.499)	71.49537
Nemolizumab	Nemolizumab VH (threshold 0.93)	75.16537
Nemolizumab	Nemolizumab VL (threshold 0.645)	68.69167
Nimotuzumab	Nimotuzumab VH (threshold 0.775)	70.52857
Nimotuzumab	Nimotuzumab VL (threshold 0.6859999999999999)	77.36617
Obinutuzumab	Obinutuzumab VH (threshold 0.83)	71.55467
Obinutuzumab	Obinutuzumab VL (threshold 0.562)	83.25897
Ocaratuzumab	Ocaratuzumab VH (threshold 0.805)	71.4056
Ocaratuzumab	Ocaratuzumab VL (threshold 0.91)	62.14957
Ocrelizumab	Ocrelizumab VH (threshold 0.78)	75.24597
Ocrelizumab	Ocrelizumab VL (threshold 0.862)	64.29917
Olendalizumab	Olendalizumab VH (threshold 0.895)	74.91677
Olendalizumab	Olendalizumab VL (threshold 0.816)	69.54957
Omalizumab	Omalizumab VH (threshold 0.845)	63.96697
Omalizumab	Omalizumab VL (threshold 0.8740000000000001)	70.63067
Onartuzumab	Onartuzumab VH (threshold 0.725)	67.89927
Onartuzumab	Onartuzumab VL (threshold 0.73)	80.97357
Oportuzumab	Oportuzumab VH (threshold 0.455)	65.85477
Oportuzumab	Oportuzumab VL (threshold 0.787)	81.96437
Otlertuzumab	Otlertuzumab VH (threshold 0.815)	73.03427
Otlertuzumab	Otlertuzumab VL (threshold 0.98)	68.92527
Ozanezumab	Ozanezumab VH (threshold 0.63)	73.41887
Ozanezumab	Ozanezumab VL (threshold 0.586)	75.84827
Palivizumab	Palivizumab VH (threshold 0.885)	77.70837
Palivizumab	Palivizumab VL (threshold 0.8759999999999999)	58.03747
Parsatuzumab	Parsatuzumab VH (threshold 0.815)	71.17897
Parsatuzumab	Parsatuzumab VL (threshold 0.8190000000000001)	75.58047
Pateclizumab	Pateclizumab VH (threshold 0.69)	75.50857
Pateclizumab	Pateclizumab VL (threshold 0.9620000000000001)	70.04
Pembrolizumab	Pembrolizumab VH (threshold 0.88)	72.41677
Pembrolizumab	Pembrolizumab VL (threshold 0.87)	65.54057
Perakizumab	Perakizumab VH (threshold 0.955)	82.78697
Perakizumab	Perakizumab VL (threshold 0.568)	70.18527
Pertuzumab	Pertuzumab VH (threshold 0.875)	75.54627
Pertuzumab	Pertuzumab VL (threshold 0.888)	72.05617
Pidilizumab	Pidilizumab VH (threshold 0.595)	72.00857
Pidilizumab	Pidilizumab VL (threshold 0.63)	63.03747
Pinatuzumab	Pinatuzumab VH (threshold 0.86)	72.755
Pinatuzumab	Pinatuzumab VL (threshold 0.741)	78.03577
Pogalizumab	Pogalizumab VH (threshold 0.825)	65.25647
Pogalizumab	Pogalizumab VL (threshold 0.674)	75.32717
Polatuzumab	Polatuzumab VH (threshold 0.69)	71.66677
Polatuzumab	Polatuzumab VL (threshold 0.8590000000000001)	69.86497
Prasinezumab	Prasinezumab VH (threshold 0.875)	83.46157
Prasinezumab	Prasinezumab VL (threshold 0.645)	77.21247
Quilizumab	Quilizumab VH (threshold 0.8)	66.92317
Quilizumab	Quilizumab VL (threshold 0.759)	78.97327
Ralpancizumab	Ralpancizumab VH (threshold 0.875)	80.46617
Ralpancizumab	Ralpancizumab VL (threshold 0.872)	71.44867
Ranibizumab	Ranibizumab VH (threshold 0.805)	67.4396
Ranibizumab	Ranibizumab VL (threshold 0.914)	73.69167
Ravulizumab	Ravulizumab VH (threshold 0.975)	73.81157
Ravulizumab	Ravulizumab VL (threshold 0.893)	64.81317
Refanezumab	Refanezumab VH (threshold 0.88)	80.47627
Refanezumab	Refanezumab VL (threshold 1.0)	74.1156
Reslizumab	Reslizumab VH (threshold 0.76)	66.72417
Reslizumab	Reslizumab VL (threshold 0.7909999999999999)	69.95337
Risankizumab	Risankizumab VH (threshold 0.77)	67.20837
Risankizumab	Risankizumab VL (threshold 0.6759999999999999)	67.38327
Rivabazumab	Rivabazumab VH (threshold 0.995)	84.19357
Rivabazumab	Rivabazumab VL (threshold 0.976)	67.38327
Romosozumab	Romosozumab VH (threshold 0.88)	73.13017
Romosozumab	Romosozumab VL (threshold 0.696)	75.37387
Rontalizumab	Rontalizumab VH (threshold 0.83)	75.98297
Rontalizumab	Rontalizumab VL (threshold 0.8)	68.64867
Rosmantuzumab	Rosmantuzumab VH (threshold 0.815)	75.51287
Rosmantuzumab	Rosmantuzumab VL (threshold 0.6409999999999999)	70.58567
Rovalpituzumab	Rovalpituzumab VH (threshold 0.975)	72.8396
Rovalpituzumab	Rovalpituzumab VL (threshold 0.98)	65.5146
Ruplizumab	Ruplizumab VH (threshold 0.245)	71.8226
Ruplizumab	Ruplizumab VL (threshold 0.25)	69.63967
Sacituzumab	Sacituzumab VH (threshold 0.45)	70.24797
Sacituzumab	Sacituzumab VL (threshold 0.716)	73.13087
Samalizumab	Samalizumab VH (threshold 0.355)	65.76927
Samalizumab	Samalizumab VL (threshold 0.489)	73.59817
Sapelizumab	Sapelizumab VH (threshold 0.79)	72.10087
Sapelizumab	Sapelizumab VL (threshold 0.748)	66.7296
Satralizumab	Satralizumab VH (threshold 0.79)	72.10087
Satralizumab	Satralizumab VL (threshold 0.748)	66.7296
Simtuzumab	Simtuzumab VH (threshold 0.705)	73.88897
Simtuzumab	Simtuzumab VL (threshold 0.6)	81.83047
Sofituzumab	Sofituzumab VH (threshold 0.795)	62.00857
Sofituzumab	Sofituzumab VL (threshold 0.804)	72.2436
Solanezumab	Solanezumab VH (threshold 0.855)	80.08557
Solanezumab	Solanezumab VL (threshold 0.888)	77.32147
Spartalizumab	Spartalizumab VH (threshold 0.815)	75.98297
Spartalizumab	Spartalizumab VL (threshold 0.76)	79.20357
Suvizumab	Suvizumab VH (threshold 0.615)	70.93227
Suvizumab	Suvizumab VL (threshold 0.68)	78.09737
Tadocizumab	Tadocizumab VH (threshold 0.755)	74.66397
Tadocizumab	Tadocizumab VL (threshold 0.7120000000000001)	72.80377
Talacotuzumab	Talacotuzumab VH (threshold 0.815)	73.16677
Talacotuzumab	Talacotuzumab VL (threshold 0.935)	78.27437
Tanezumab	Tanezumab VH (threshold 0.855)	62.5626
Tanezumab	Tanezumab VL (threshold 0.8859999999999999)	70.93467
Telisotuzumab	Telisotuzumab VH (threshold 1.0)	75.80517
Telisotuzumab	Telisotuzumab VL (threshold 0.92)	69.14417
Teplizumab	Teplizumab VH (threshold 0.695)	76.42867
Teplizumab	Teplizumab VL (threshold 0.716)	63.17767
Tibulizumab	Tibulizumab VH (threshold 1.0)	88.94317
Tibulizumab	Tibulizumab VL (threshold 1.0)	71.40197
Tigatuzumab	Tigatuzumab VH (threshold 0.85)	69.20177
Tigatuzumab	Tigatuzumab VL (threshold 0.8420000000000001)	69.76647
Tildrakizumab	Tildrakizumab VH (threshold 0.9)	75.76927
Tildrakizumab	Tildrakizumab VL (threshold 0.522)	70.60757
Timigutuzumab	Timigutuzumab VH (threshold 0.965)	76.54177
Timigutuzumab	Timigutuzumab VL (threshold 0.777)	74.11217
Tislelizumab	Tislelizumab VH (threshold 0.845)	77.71197
Tislelizumab	Tislelizumab VL (threshold 0.905)	69.85987
Tocilizumab	Tocilizumab VH (threshold 0.935)	60.37827
Tocilizumab	Tocilizumab VL (threshold 0.65)	74.81317
Trastuzumab	Trastuzumab VH (threshold 0.965)	76.54177
Trastuzumab	Trastuzumab VL (threshold 0.777)	74.11217
Tregalizumab	Tregalizumab VH (threshold 0.93)	68.54847
Tregalizumab	Tregalizumab VL (threshold 0.855)	67.92797
Vandortuzumab	Vandortuzumab VH (threshold 0.8)	62.70167
Vandortuzumab	Vandortuzumab VL (threshold 0.725)	80.30977
Vatelizumab	Vatelizumab VH (threshold 0.595)	74.87397
Vatelizumab	Vatelizumab VL (threshold 0.268)	60.70097
Vedolizumab	Vedolizumab VH (threshold 0.795)	77.14887
Vedolizumab	Vedolizumab VL (threshold 0.83)	73.21437
Veltuzumab	Veltuzumab VH (threshold 0.415)	72.06617
Veltuzumab	Veltuzumab VL (threshold 0.6990000000000001)	67.89727
Visilizumab	Visilizumab VH (threshold 0.685)	75.255
Visilizumab	Visilizumab VL (threshold 0.848)	66.63557
Vonlerolizumab	Vonlerolizumab VH (threshold 0.825)	65.25647
Vonlerolizumab	Vonlerolizumab VL (threshold 0.674)	75.32717
Vorsetuzumab	Vorsetuzumab VH (threshold 0.965)	72.8396
Vorsetuzumab	Vorsetuzumab VL (threshold 0.7)	69.05417
Vunakizumab	Vunakizumab VH (threshold 0.91)	68.65857
Vunakizumab	Vunakizumab VL (threshold 0.605)	59.90657
Zenocutuzumab	Zenocutuzumab VH (threshold 1.0)	80.36297
Zenocutuzumab	Zenocutuzumab VL (threshold 1.0)	73.73837
